#BLASTP
#Strictness for accepting hits was >= 65% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>NP_001078563.1 FLC [organism=Arabidopsis thaliana] [GeneID=830878], 167 length
NP_001078563.1	BroT10.C02g04020.1_genome_10	84.756	164	24	1	1	164	1	163	1.10e-81	248	PASS	PASS	10	7	GWHDUBI00000007	2337777	2344628	6852	364	BroT10.C02g04020.1	-	82781068	0	BroT10.C02g04020	-	82781067
NP_001078563.1	BroT12.C02g03680.1_genome_9	84.756	164	24	1	1	164	1	163	1.10e-81	248	PASS	PASS	9	4	GWHDUBH00000004	2148435	2155292	6858	364	BroT12.C02g03680.1	-	81993583	0	BroT12.C02g03680	-	81993582
NP_001078563.1	BroT02.C09g56180.1_genome_3	87.805	164	20	0	1	164	98	261	2.92e-81	251	PASS	PASS	3	7	GWHDTWX00000007	61824899	61837128	12230	484	BroT02.C09g56180.1	-	78547983	0	BroT02.C09g56180	-	78547982
NP_001078563.1	BroT17.C02g04030.1_genome_12	83.030	165	26	2	1	164	1	164	3.67e-79	242	PASS	PASS	12	23	GWHDUBP00000023	2434613	2441607	6995	365	BroT17.C02g04030.1	-	84137958	0	BroT17.C02g04030	-	84137957
NP_001078563.1	BroT06.C02g04020.1_genome_6	83.030	165	26	2	1	164	1	164	3.67e-79	242	PASS	PASS	6	2	GWHDTYJ00000002	2500847	2507841	6995	365	BroT06.C02g04020.1	-	80020414	0	BroT06.C02g04020	-	80020413
NP_001078563.1	BroT13.C02g03790.1_genome_5	83.030	165	26	2	1	164	1	164	3.67e-79	242	PASS	PASS	5	8	GWHDTYE00000008	2359958	2366952	6995	365	BroT13.C02g03790.1	-	79757973	0	BroT13.C02g03790	-	79757972
NP_001078563.1	BroT07.C02g04130.1_genome_4	83.030	165	26	2	1	164	1	164	3.67e-79	242	PASS	PASS	4	8	GWHDTYA00000008	2659664	2666658	6995	365	BroT07.C02g04130.1	-	79142170	0	BroT07.C02g04130	-	79142169
NP_001078563.1	BroT10.C09g56280.1_genome_10	87.805	164	20	0	1	164	1	164	5.01e-79	246	PASS	PASS	10	1	GWHDUBI00000001	64687168	64695105	7938	503	BroT10.C09g56280.1	-	82449692	0	BroT10.C09g56280	-	82449691
NP_001078563.1	BroT07.C09g55400.1_genome_4	87.805	164	20	0	1	164	1	164	1.44e-78	252	PASS	PASS	4	10	GWHDTYA00000010	60631391	60669583	38193	839	BroT07.C09g55400.1	-	79265508	0	BroT07.C09g55400	-	79265507
NP_001078563.1	BroT07.C09g55400.1_genome_4	74.725	91	23	0	74	164	348	438	1.65e-24	102	PASS	FAIL	4	
NP_001078563.1	BroT17.C09g58380.1_genome_12	83.041	171	22	1	1	164	1	171	1.93e-77	240	PASS	PASS	12	3	GWHDUBP00000003	64183399	64192432	9034	433	BroT17.C09g58380.1	-	83693554	0	BroT17.C09g58380	-	83693553
NP_001078563.1	BroT21.C07g45480.1_genome_13	83.230	161	26	1	4	164	141	300	8.50e-76	235	PASS	PASS	13	7	GWHDUBS00000007	49750154	49760640	10487	407	BroT21.C07g45480.1	-	84727811	0	BroT21.C07g45480	-	84727810
NP_001078563.1	bro5G07946.1_genome_2	75.610	164	31	3	1	164	1	155	2.10e-73	221	PASS	PASS	2	1	GWHBKLA00000001	69335220	69341970	6751	187	bro5G07946.1	-	77464795	0	bro5G07946	-	77464794
NP_001078563.1	BroT24.C02g54580.1_genome_7	68.293	164	52	0	1	164	1	164	2.87e-72	219	PASS	PASS	7	2	GWHDTYK00000002	63125572	63129501	3930	192	BroT24.C02g54580.1	-	80664345	0	BroT24.C02g54580	-	80664344
NP_001078563.1	BroT07.C02g56050.1_genome_4	68.293	164	52	0	1	164	1	164	2.87e-72	219	PASS	PASS	4	8	GWHDTYA00000008	65826596	65830451	3856	192	BroT07.C02g56050.1	-	79199966	0	BroT07.C02g56050	-	79199965
NP_001078563.1	bro2G06234.1_genome_2	68.293	164	52	0	1	164	1	164	2.87e-72	219	PASS	PASS	2	4	GWHBKLA00000004	63304892	63309099	4208	192	bro2G06234.1	-	77735410	0	bro2G06234	-	77735409
NP_001078563.1	BroT02.C02g54770.1_genome_3	68.293	164	52	0	1	164	1	164	2.90e-72	219	PASS	PASS	3	1	GWHDTWX00000001	68464932	68468788	3857	192	BroT02.C02g54770.1	-	78161361	0	BroT02.C02g54770	-	78161360
NP_001078563.1	BroT19.C03g17640.1_genome_8	68.085	188	33	4	1	167	1	182	1.16e-71	218	PASS	PASS	8	6	GWHDTYL00000006	9834553	9840998	6446	226	BroT19.C03g17640.1	-	81493172	0	BroT19.C03g17640	-	81493171
NP_001078563.1	BroT10.C02g54870.1_genome_10	68.293	164	52	0	1	164	37	200	1.18e-71	218	PASS	PASS	10	7	GWHDUBI00000007	68998484	69010551	12068	228	BroT10.C02g54870.1	-	82838080	0	BroT10.C02g54870	-	82838079
NP_001078563.1	BroT19.C02g55040.1_genome_8	68.293	164	52	0	1	164	37	200	1.18e-71	218	PASS	PASS	8	2	GWHDTYL00000002	69204282	69216315	12034	228	BroT19.C02g55040.1	-	81264248	0	BroT19.C02g55040	-	81264247
NP_001078563.1	BroT24.C02g54530.1_genome_7	68.293	164	52	0	1	164	37	200	1.18e-71	218	PASS	PASS	7	2	GWHDTYK00000002	63067654	63079833	12180	228	BroT24.C02g54530.1	-	80664279	0	BroT24.C02g54530	-	80664278
NP_001078563.1	BroT13.C02g55860.1_genome_5	68.293	164	52	0	1	164	37	200	1.18e-71	218	PASS	PASS	5	8	GWHDTYE00000008	65718549	65730659	12111	228	BroT13.C02g55860.1	-	79816277	0	BroT13.C02g55860	-	79816276
NP_001078563.1	bro2G06228.1_genome_2	68.293	164	52	0	1	164	37	200	1.18e-71	218	PASS	PASS	2	4	GWHBKLA00000004	63247131	63259511	12381	228	bro2G06228.1	-	77735328	0	bro2G06228	-	77735327
NP_001078563.1	BroT21.C02g03840.1_genome_13	77.439	164	32	1	1	164	1	159	1.97e-71	222	PASS	PASS	13	2	GWHDUBS00000002	2382295	2389134	6840	360	BroT21.C02g03840.1	-	84336901	0	BroT21.C02g03840	-	84336900
NP_001078563.1	BroT22.C02g53900.1_genome_15	67.683	164	53	0	1	164	1	164	1.97e-71	216	PASS	PASS	15	2	C02	62689467	62693347	3881	194	BroT22.C02g53900.1	-	85716810	0	BroT22.C02g53900	-	85716809
NP_001078563.1	BolO_2g65950.1_genome_14	64.634	164	58	0	1	164	1	164	2.67e-71	216	FAIL	PASS	14	
NP_001078563.1	BroT10.C02g54960.1_genome_10	64.634	164	58	0	1	164	1	164	2.67e-71	216	FAIL	PASS	10	
NP_001078563.1	BroT08.C02g55830.1_genome_11	67.073	164	54	0	1	164	1	164	4.57e-71	216	PASS	PASS	11	8	GWHDUBL00000008	69346654	69350439	3786	192	BroT08.C02g55830.1	-	83568973	0	BroT08.C02g55830	-	83568972
NP_001078563.1	BroT10.C03g54190.1_genome_10	66.463	164	55	0	1	164	1	164	5.15e-71	216	PASS	PASS	10	9	GWHDUBI00000009	39816245	39826273	10029	200	BroT10.C03g54190.1	-	82970250	0	BroT10.C03g54190	-	82970249
NP_001078563.1	BroT12.C03g54790.1_genome_9	66.463	164	55	0	1	164	1	164	5.15e-71	216	PASS	PASS	9	3	GWHDUBH00000003	40732504	40742532	10029	200	BroT12.C03g54790.1	-	81956697	0	BroT12.C03g54790	-	81956696
NP_001078563.1	bro3G02263.1_genome_2	66.463	164	55	0	1	164	1	164	5.15e-71	216	PASS	PASS	2	6	GWHBKLA00000006	18960184	18970845	10662	200	bro3G02263.1	-	77842904	0	bro3G02263	-	77842903
NP_001078563.1	BroT21.C02g53450.1_genome_13	67.683	164	53	0	1	164	1	164	6.01e-71	215	PASS	PASS	13	2	GWHDUBS00000002	59514554	59526621	12068	192	BroT21.C02g53450.1	-	84392451	0	BroT21.C02g53450	-	84392450
NP_001078563.1	BroT21.C03g17070.1_genome_13	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	13	3	GWHDUBS00000003	9733857	9740302	6446	226	BroT21.C03g17070.1	-	84416181	0	BroT21.C03g17070	-	84416180
NP_001078563.1	BroT17.C03g17380.1_genome_12	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	12	22	GWHDUBP00000022	9525114	9531561	6448	226	BroT17.C03g17380.1	-	84055728	0	BroT17.C03g17380	-	84055727
NP_001078563.1	BroT08.C03g17070.1_genome_11	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	11	1	GWHDUBL00000001	9428424	9434869	6446	226	BroT08.C03g17070.1	-	83023291	0	BroT08.C03g17070	-	83023290
NP_001078563.1	BroT12.C03g17530.1_genome_9	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	9	3	GWHDUBH00000003	9862727	9869172	6446	226	BroT12.C03g17530.1	-	81912297	0	BroT12.C03g17530	-	81912296
NP_001078563.1	BroT24.C03g17150.1_genome_7	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	7	3	GWHDTYK00000003	9625008	9631453	6446	226	BroT24.C03g17150.1	-	80686203	0	BroT24.C03g17150	-	80686202
NP_001078563.1	BroT06.C03g16890.1_genome_6	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	6	3	GWHDTYJ00000003	9649582	9656027	6446	226	BroT06.C03g16890.1	-	80095822	0	BroT06.C03g16890	-	80095821
NP_001078563.1	BroT13.C03g17560.1_genome_5	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	5	7	GWHDTYE00000007	10068077	10074522	6446	226	BroT13.C03g17560.1	-	79678345	0	BroT13.C03g17560	-	79678344
NP_001078563.1	BroT02.C03g17160.1_genome_3	67.553	188	34	4	1	167	1	182	7.04e-71	216	PASS	PASS	3	8	GWHDTWX00000008	9600816	9607261	6446	226	BroT02.C03g17160.1	-	78578005	0	BroT02.C03g17160	-	78578004
NP_001078563.1	rna-XM_013764730.1_genome_1	67.683	164	53	0	1	164	37	200	1.34e-70	216	PASS	PASS	1	2	NC_027749.1	52246135	52250653	4519	228	rna-XM_013764730.1	XM_013764730.1	76823979	0	gene-LOC106326810	LOC106326810	76823978
NP_001078563.1	BroT21.C02g53400.1_genome_13	66.463	164	55	0	1	164	1	164	6.11e-70	213	PASS	PASS	13	2	GWHDUBS00000002	59473850	59477761	3912	192	BroT21.C02g53400.1	-	84392381	0	BroT21.C02g53400	-	84392380
NP_001078563.1	BroT08.C02g55770.1_genome_11	66.463	164	55	0	1	164	1	164	6.11e-70	213	PASS	PASS	11	8	GWHDUBL00000008	69306489	69310400	3912	192	BroT08.C02g55770.1	-	83568905	0	BroT08.C02g55770	-	83568904
NP_001078563.1	BroT06.C02g52870.1_genome_6	66.463	164	55	0	1	164	1	164	1.07e-69	212	PASS	PASS	6	2	GWHDTYJ00000002	62392161	62395946	3786	192	BroT06.C02g52870.1	-	80074334	0	BroT06.C02g52870	-	80074333
NP_001078563.1	bro2G00398.1_genome_2	75.301	166	38	2	1	164	1	165	3.78e-68	214	PASS	PASS	2	4	GWHBKLA00000004	3431290	3438144	6855	366	bro2G00398.1	-	77666391	0	bro2G00398	-	77666390
NP_001078563.1	bro2G06238.1_genome_2	61.310	168	61	1	1	164	1	168	3.73e-65	200	FAIL	PASS	2	
NP_001078563.1	BroT10.C03g17840.1_genome_10	65.730	178	44	4	1	167	1	172	9.69e-64	198	PASS	PASS	10	9	GWHDUBI00000009	9833775	9840220	6446	216	BroT10.C03g17840.1	-	82926872	0	BroT10.C03g17840	-	82926871
NP_001078563.1	BroT22.C02g53940.1_genome_15	56.593	182	61	1	1	164	1	182	1.03e-62	194	FAIL	PASS	15	
NP_001078563.1	BroT19.C02g55120.1_genome_8	56.593	182	61	1	1	164	1	182	1.03e-62	194	FAIL	PASS	8	
NP_001078563.1	BroT24.C02g54600.1_genome_7	56.593	182	61	1	1	164	1	182	1.03e-62	194	FAIL	PASS	7	
NP_001078563.1	BroT07.C02g56130.1_genome_4	56.593	182	61	1	1	164	1	182	1.03e-62	194	FAIL	PASS	4	
NP_001078563.1	rna-XM_013759126.1_genome_1	56.593	182	61	1	1	164	1	182	1.03e-62	194	FAIL	PASS	1	
NP_001078563.1	BroT12.C02g56170.1_genome_9	56.593	182	61	1	1	164	1	182	3.35e-62	195	FAIL	PASS	9	
NP_001078563.1	BroT13.C02g55950.1_genome_5	56.593	182	61	1	1	164	1	182	3.35e-62	195	FAIL	PASS	5	
NP_001078563.1	BroT02.C02g54860.1_genome_3	56.593	182	61	1	1	164	1	182	3.35e-62	195	FAIL	PASS	3	
NP_001078563.1	BroT06.C02g52820.1_genome_6	68.310	142	45	0	1	142	1	142	3.46e-62	191	PASS	PASS	6	2	GWHDTYJ00000002	62344592	62347599	3008	142	BroT06.C02g52820.1	-	80074268	0	BroT06.C02g52820	-	80074267
NP_001078563.1	BroT21.C02g53530.1_genome_13	56.044	182	62	1	1	164	1	182	1.62e-61	191	FAIL	PASS	13	
NP_001078563.1	rna-XM_013773319.1_genome_1	53.846	195	59	1	1	164	1	195	1.15e-60	191	FAIL	PASS	1	
NP_001078563.1	bro3G02264.1_genome_2	60.606	165	47	1	1	165	1	147	3.54e-59	185	FAIL	PASS	2	
NP_001078563.1	BroT12.C02g56070.1_genome_9	57.471	174	64	2	1	164	1	174	4.72e-59	186	FAIL	PASS	9	
NP_001078563.1	BroT13.C02g55910.1_genome_5	57.471	174	64	2	1	164	1	174	5.62e-59	185	FAIL	PASS	5	
NP_001078563.1	BroT02.C02g54820.1_genome_3	57.471	174	64	2	1	164	1	174	5.62e-59	185	FAIL	PASS	3	
NP_001078563.1	BroT07.C02g56100.1_genome_4	57.471	174	64	2	1	164	1	174	1.07e-58	185	FAIL	PASS	4	
NP_001078563.1	BroT12.C02g55960.1_genome_9	57.471	174	64	2	1	164	37	210	2.43e-58	185	FAIL	PASS	9	
NP_001078563.1	BroT21.C02g53500.1_genome_13	56.897	174	65	2	1	164	1	174	1.14e-57	182	FAIL	PASS	13	
