#13 matrices: 7 with percentages and 6 with gene counts

#Three different gene counts:
# DISTINCT  : always count a maximum 1
# SEMI      : Counts gene copies of genome A up to number of copies in genome B.
# EVERYTHING: Count all genes of genome A as long as the other genome has a copy.

#Percentages of genes shared between two genomes. Gene counts are divided either by the sum of one or both genomes
#1 Percentage SEMI gene counts. Derived from #11 & #12
#2 Percentage SEMI gene counts, genome left column. Derived from #11 & #11 diagonal
#3 Percentage DISTINCT gene counts. Derived from #7 & #8
#4 Percentage DISTINCT based on genome in left column. Derived from #7 & #7 diagonal
#5 Percentage informative DISTINCT based on both genomes. Derived from #9 & #10
#6 Percentage EVERYTHING gene counts based on genome in left column. Derived from #13 & #13 diagonal

#Gene counts between two genomes
#7 shared DISTINCT genes
#8 unshared DISTINCT genes
#9 shared informative DISTINCT genes
#10 unshared informative DISTINCT genes
#11 SEMI shared genes
#12 SEMI unshared genes
#13 EVERYTHING shared genes


#1 Percentage based on SEMI gene counts of both genomes (#11 & #12)
15,50.43,52.90,52.51,51.82,58.28,41.98,0,46.07,53.61,53.01,53.68,54.91,57.33,52.82,52.78
2,49.44,45.75,45.49,44.10,46.11,41.51,46.07,0,46.12,45.42,45.22,46.14,48.48,45.22,45.61
3,50.97,56.49,55.92,53.32,55.27,44.25,53.61,46.12,0,55.45,54.89,57.13,55.03,54.06,55.04
4,49.77,54.42,54.10,53.18,54.20,42.29,53.01,45.42,55.45,0,53.75,53.99,54.37,53.14,54.66
5,50.29,54.51,54.18,53.67,54.80,42.04,53.68,45.22,54.89,53.75,0,53.63,54.28,54.08,54.06
6,51.81,56.01,55.04,53.15,54.86,44.13,54.91,46.14,57.13,53.99,53.63,0,57.44,53.77,54.16
7,52.29,54.68,54.08,52.92,56.73,43.33,57.33,48.48,55.03,54.37,54.28,57.44,0,54.15,54.03
8,51.42,53.84,53.43,53.04,54.54,41.81,52.82,45.22,54.06,53.14,54.08,53.77,54.15,0,53.26
9,50.14,55.12,54.95,53.16,54.51,42.56,52.78,45.61,55.04,54.66,54.06,54.16,54.03,53.26,0

#4 Percentage based on DISTINCT gene counts and the genome in the left column (#7 & diagonal #7)
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#5 Percentage based on informative DISTINCT gene counts of both genomes (#9 & #10)
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,57.20,57.43,56.48,57.59,60.03,57.18,63.94,57.80,57.14,57.64,58.70,59.13,59.09,57.50
10,57.20,0,62.91,60.38,60.03,56.43,58.75,56.73,62.90,61.27,61.25,62.24,60.57,60.55,62.01
11,57.43,62.91,0,60.74,60.43,55.57,58.57,56.64,62.53,61.17,61.13,61.40,60.16,60.33,62.09
12,56.48,60.38,60.74,0,60.69,54.60,59.00,55.88,60.77,61.37,61.84,60.48,60.08,61.16,61.26
13,57.59,60.03,60.43,60.69,0,54.55,64.77,57.11,61.31,60.84,61.41,60.72,62.75,61.20,61.12
14,60.03,56.43,55.57,54.60,54.55,0,54.41,60.15,57.49,55.37,54.94,57.37,56.11,54.66,55.64
15,57.18,58.75,58.57,59.00,64.77,54.41,0,57.13,59.41,59.47,60.13,60.80,63.45,59.21,59.12
2,63.94,56.73,56.64,55.88,57.11,60.15,57.13,0,57.11,56.86,56.49,57.13,60.11,56.55,57.01
3,57.80,62.90,62.53,60.77,61.31,57.49,59.41,57.11,0,62.32,61.53,63.37,60.82,60.65,61.77
4,57.14,61.27,61.17,61.37,60.84,55.37,59.47,56.86,62.32,0,60.96,60.52,60.83,60.33,62.10
5,57.64,61.25,61.13,61.84,61.41,54.94,60.13,56.49,61.53,60.96,0,59.96,60.60,61.31,61.26
6,58.70,62.24,61.40,60.48,60.72,57.37,60.80,57.13,63.37,60.52,59.96,0,63.47,60.21,60.64
7,59.13,60.57,60.16,60.08,62.75,56.11,63.45,60.11,60.82,60.83,60.60,63.47,0,60.53,60.36
8,59.09,60.55,60.33,61.16,61.20,54.66,59.21,56.55,60.65,60.33,61.31,60.21,60.53,0,60.39
9,57.50,62.01,62.09,61.26,61.12,55.64,59.12,57.01,61.77,62.10,61.26,60.64,60.36,60.39,0

#6 Percentage based on EVERYTHING gene counts and the genome in left column (#13 & diagonal #13)
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#7 shared DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,29398,29391,29012,29270,29123,28876,30432,29553,29233,29284,29370,29583,29820,29521
10,29398,0,34731,33789,33560,31387,32844,31634,34772,34104,33980,34056,33566,33814,34535
11,29391,34731,0,33828,33613,30998,32694,31520,34557,33983,33854,33684,33338,33653,34475
12,29012,33789,33828,0,33633,30580,32776,31181,33883,33979,34023,33300,33240,33866,34117
13,29270,33560,33613,33633,0,30463,34613,31515,33961,33690,33771,33275,34038,33773,33962
14,29123,31387,30998,30580,30463,0,30161,31637,31719,30866,30601,31211,30846,30572,31128
15,28876,32844,32694,32776,34613,30161,0,31260,33034,32947,33060,33030,33993,32815,32997
2,30432,31634,31520,31181,31515,31637,31260,0,31726,31533,31293,31269,32367,31387,31754
3,29553,34772,34557,33883,33961,31719,33034,31726,0,34421,34035,34390,33611,33807,34408
4,29233,34104,33983,33979,33690,30866,32947,31533,34421,0,33730,33318,33505,33586,34412
5,29284,33980,33854,34023,33771,30601,33060,31293,34035,33730,0,33012,33309,33809,34007
6,29370,34056,33684,33300,33275,31211,33030,31269,34390,33318,33012,0,34008,33172,33533
7,29583,33566,33338,33240,34038,30846,33993,32367,33611,33505,33309,34008,0,33362,33517
8,29820,33814,33653,33866,33773,30572,32815,31387,33807,33586,33809,33172,33362,0,33782
9,29521,34535,34475,34117,33962,31128,32997,31754,34408,34412,34007,33533,33517,33782,0

#8 unshared DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,29008,29046,30879,28342,36634,28379,31120,28427,29509,28952,27320,26995,28177,29354
10,29008,0,27162,30121,28558,40902,29239,37512,26785,28563,28356,26744,27825,28985,28122
11,29046,27162,0,30067,28476,41704,29563,37764,27239,28829,28632,27512,28305,29331,28266
12,30879,30121,30067,0,29511,43615,30474,39517,29662,29912,29369,29355,29576,29980,30057
13,28342,28558,28476,29511,0,41828,24779,36828,27485,28469,27852,27384,25959,28145,28346
14,36634,40902,41704,43615,41828,0,41681,44582,39967,42115,42190,39510,40341,42545,42012
15,28379,29239,29563,30474,24779,41681,0,36587,28588,29204,28523,27123,25298,29310,29525
2,31120,37512,37764,39517,36828,44582,36587,0,37057,37885,37910,36498,34403,38019,37864
3,28427,26785,27239,29662,27485,39967,28588,37057,0,27658,27975,25805,27464,28728,28105
4,29509,28563,28829,29912,28469,42115,29204,37885,27658,0,29027,28391,28118,29612,28539
5,28952,28356,28632,29369,27852,42190,28523,37910,27975,29027,0,28548,28055,28711,28894
6,27320,26744,27512,29355,27384,39510,27123,36498,25805,28391,28548,0,25197,28525,28382
7,26995,27825,28305,29576,25959,40341,25298,34403,27464,28118,28055,25197,0,28246,28515
8,28177,28985,29331,29980,28145,42545,29310,38019,28728,29612,28711,28525,28246,0,29641
9,29354,28122,28266,30057,28346,42012,29525,37864,28105,28539,28894,28382,28515,29641,0

#9 shared informative DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,29398,29391,29012,29270,29123,28876,30432,29553,29233,29284,29370,29583,29820,29521
10,29398,0,34731,33789,33560,31387,32844,31634,34772,34104,33980,34056,33566,33814,34535
11,29391,34731,0,33828,33613,30998,32694,31520,34557,33983,33854,33684,33338,33653,34475
12,29012,33789,33828,0,33633,30580,32776,31181,33883,33979,34023,33300,33240,33866,34117
13,29270,33560,33613,33633,0,30463,34613,31515,33961,33690,33771,33275,34038,33773,33962
14,29123,31387,30998,30580,30463,0,30161,31637,31719,30866,30601,31211,30846,30572,31128
15,28876,32844,32694,32776,34613,30161,0,31260,33034,32947,33060,33030,33993,32815,32997
2,30432,31634,31520,31181,31515,31637,31260,0,31726,31533,31293,31269,32367,31387,31754
3,29553,34772,34557,33883,33961,31719,33034,31726,0,34421,34035,34390,33611,33807,34408
4,29233,34104,33983,33979,33690,30866,32947,31533,34421,0,33730,33318,33505,33586,34412
5,29284,33980,33854,34023,33771,30601,33060,31293,34035,33730,0,33012,33309,33809,34007
6,29370,34056,33684,33300,33275,31211,33030,31269,34390,33318,33012,0,34008,33172,33533
7,29583,33566,33338,33240,34038,30846,33993,32367,33611,33505,33309,34008,0,33362,33517
8,29820,33814,33653,33866,33773,30572,32815,31387,33807,33586,33809,33172,33362,0,33782
9,29521,34535,34475,34117,33962,31128,32997,31754,34408,34412,34007,33533,33517,33782,0

#10 unshared informative DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,22000,21785,22356,21559,19391,21626,17160,21577,21929,21523,20662,20447,20649,21816
10,22000,0,20475,22172,22349,24233,23060,24126,20509,21557,21501,20660,21851,22031,21158
11,21785,20475,0,21865,22014,24782,23131,24125,20710,21570,21524,21175,22078,22124,21049
12,22356,22172,21865,0,21787,25431,22780,24616,21871,21391,20999,21756,22087,21511,21578
13,21559,22349,22014,21787,0,25384,18825,23667,21434,21688,21222,21525,20210,21416,21607
14,19391,24233,24782,25431,25384,0,25267,20961,23456,24874,25100,23191,24132,25356,24813
15,21626,23060,23131,22780,18825,25267,0,23456,22567,22453,21923,21294,19579,22611,22816
2,17160,24126,24125,24616,23667,20961,23456,0,23829,23927,24103,23462,21477,24113,23948
3,21577,20509,20710,21871,21434,23456,22567,23829,0,20810,21278,19879,21648,21932,21299
4,21929,21557,21570,21391,21688,24874,22453,23927,20810,0,21600,21735,21572,22086,21003
5,21523,21501,21524,20999,21222,25100,21923,24103,21278,21600,0,22043,21660,21336,21509
6,20662,20660,21175,21756,21525,23191,21294,23462,19879,21735,22043,0,19573,21921,21768
7,20447,21851,22078,22087,20210,24132,19579,21477,21648,21572,21660,19573,0,21752,22011
8,20649,22031,22124,21511,21416,25356,22611,24113,21932,22086,21336,21921,21752,0,22157
9,21816,21158,21049,21578,21607,24813,22816,23948,21299,21003,21509,21768,22011,22157,0

#11 shared SEMI genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,31653,31661,31270,31517,31384,31083,32758,31838,31505,31555,31689,31895,32112,31799
10,31653,0,37416,36338,36107,33746,35361,34043,37440,36732,36503,36763,36187,36409,37184
11,31661,37416,0,36416,36171,33396,35252,33978,37228,36580,36451,36390,36005,36248,37163
12,31270,36338,36416,0,36210,32860,35296,33583,36461,36578,36631,35926,35840,36415,36749
13,31517,36107,36171,36210,0,32753,37350,33957,36596,36264,36351,35853,36737,36332,36590
14,31384,33746,33396,32860,32753,0,32426,34163,34102,33158,32891,33680,33200,32873,33501
15,31083,35361,35252,35296,37350,32426,0,33702,35642,35499,35612,35682,36676,35394,35563
2,32758,34043,33978,33583,33957,34163,33702,0,34207,33971,33739,33787,34972,33798,34239
3,31838,37440,37228,36461,36596,34102,35642,34207,0,37069,36635,37138,36297,36433,37082
4,31505,36732,36580,36578,36264,33158,35499,33971,37069,0,36357,35974,36196,36167,37084
5,31555,36503,36451,36631,36351,32891,35612,33739,36635,36357,0,35620,35922,36396,36653
6,31689,36763,36390,35926,35853,33680,35682,33787,37138,35974,35620,0,36764,35838,36208
7,31895,36187,36005,35840,36737,33200,36676,34972,36297,36196,35922,36764,0,36002,36155
8,32112,36409,36248,36415,36332,32873,35394,33798,36433,36167,36396,35838,36002,0,36411
9,31799,37184,37163,36749,36590,33501,35563,34239,37082,37084,36653,36208,36155,36411,0

#12 unshared SEMI genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,32901,32983,35966,32082,42702,32463,37483,32380,33554,32814,31270,30749,32035,33411
10,32901,0,30478,34835,31907,46983,32912,43918,30181,32105,31923,30127,31170,32446,31646
11,32983,30478,0,34777,31877,47781,33228,44146,30703,32507,32125,30971,31632,32866,31786
12,35966,34835,34777,0,34000,51054,35341,47137,34438,34712,33966,34100,34163,34733,34815
13,32082,31907,31877,34000,0,47878,27843,42999,30778,31950,31136,30856,28979,31509,31743
14,42702,46983,47781,51054,47878,0,48045,52941,46120,48516,48410,45556,46407,48781,48275
15,32463,32912,33228,35341,27843,48045,0,43022,32199,32993,32127,30711,28614,32898,33310
2,37483,43918,44146,47137,42999,52941,43022,0,43439,44419,44243,42871,40392,44460,44328
3,32380,30181,30703,34438,30778,46120,32199,43439,0,31280,31508,29226,30799,32247,31699
4,33554,32105,32507,34712,31950,48516,32993,44419,31280,0,32572,32062,31509,33287,32203
5,32814,31923,32125,33966,31136,48410,32127,44243,31508,32572,0,32130,31417,32189,32425
6,31270,30127,30971,34100,30856,45556,30711,42871,29226,32062,32130,0,28457,32029,32039
7,30749,31170,31632,34163,28979,46407,28614,40392,30799,31509,31417,28457,0,31592,32036
8,32035,32446,32866,34733,31509,48781,32898,44460,32247,33287,32189,32029,31592,0,33244
9,33411,31646,31786,34815,31743,48275,33310,44328,31699,32203,32425,32039,32036,33244,0

#13 shared EVERYTHING genes based on left column
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,32436,32472,32027,32294,32262,31931,33685,32649,32294,32346,32428,32674,32900,32547
10,32464,0,38290,37171,36949,34729,36307,34968,38287,37581,37395,37542,37005,37301,38019
11,32601,38267,0,37296,37081,34431,36209,34975,38117,37504,37351,37247,36871,37176,38026
12,33237,38411,38503,0,38277,34975,37419,35697,38530,38651,38718,37940,37901,38545,38788
13,32282,36961,37030,37030,0,33746,38072,34843,37448,37186,37201,36688,37481,37192,37447
14,32429,35341,34722,34352,34098,0,33674,35721,35303,34486,34213,34814,34352,34081,34671
15,31947,36315,36225,36239,38166,33548,0,34722,36583,36487,36530,36587,37531,36374,36497
2,33862,35145,35071,34586,35032,35551,34758,0,35224,35102,34752,34782,35928,34889,35285
3,32705,38272,38112,37315,37447,35126,36596,35189,0,37987,37552,37933,37132,37340,37954
4,32402,37680,37612,37527,37222,34303,36522,35063,38064,0,37311,36889,37121,37189,38107
5,32468,37439,37431,37564,37260,33976,36580,34766,37537,37306,0,36490,36800,37322,37582
6,32685,37764,37444,36907,36906,34794,36763,34911,38098,37029,36600,0,37693,36874,37209
7,32731,37055,36919,36716,37583,34193,37570,35859,37230,37109,36815,37613,0,36911,37026
8,32956,37288,37172,37315,37194,33915,36349,34753,37342,37139,37298,36684,36806,0,37275
9,32730,38117,38127,37709,37490,34653,36593,35241,38049,38110,37535,37106,37058,37357,0
