# Busco id	GWHDTYJ00000000	GWHDUBL00000000	GWHDTYK00000000	T22	GWHDTYL00000000	GCF_000695525	GWHDUBI00000000	GWHDUBP00000000	GWHDUBH00000000	GWHDUBS00000000	GWHBKLA00000000	GWHDTYE00000000	GWHDTWX00000000	OX_heart	GWHDTYA00000000	In 1 Hom. group?
4574at3699	805341	805341	805341	805341	805341	805341	805350	805341	805341	805341	805341	805341	805341	805341	805341	True
19768at3699	797776	797776	797776	797776	797776	797776	797776	797776	797776	797776	797776	797776	797776	797776	797776	True
6525at3699	827086	827086	827086	827086	827086	827086	827086	827086	827086	827086	827086	827086	827086	827086	non	True
12368at3699	811102	811102	811102	811102	811102	811102	811102	811102	811102	811102	811102	811102	811102	811102	811102	True
2332at3699	851843	851843	851843	851843	851843	851843	851843	851843	851843	851843	851843	851843	851843	851843	851843	True
11614at3699	820681	820681	820681	820681	820681	820681	820681	820681	820681	820681	820681	820681	820681	820681	820681	True
2482at3699	848923	848923	848923	848923	848923	848923	848923	848923	848923	848923	848923	848923	848923	848923	848923	True
1712at3699	806872	806872	806872	806872	806872	806872	806872	806872	806872	806872	806872	806872	806872	806872	806872	True
15365at3699	839347	839347	839347	839347	839347	839347	839347	839347	839347	839347	839347	839347	839347	839347	839347	True
6374at3699	807340	807340	807340	807340	807340	807340	807340	807340	non	807340	807340	807340	807340	807340	807340	True
5618at3699	809454	809454	809454	non	809454	809454	809454	809454	809454	809454	809454	809454	809454	809454	non	True
7444at3699	804448	804448	804448	804448	804448	804448	804448	804448	804448	804448	804448	804448	804448	804448	804448	True
4188at3699	846935	846935	846935	846935	846935	846935	846935	non	846935	846935	846935	846935	846935	non	846935	True
22803at3699	824475	824475	824475	824475	824475	824475	824475	824475	824475	824475	824475	824475	824475	824475	824475	True
21584at3699	802756	802756	802756	802756	802756	802756	802756	802756	802756	802756	802756	802756	802756	802756	802756	True
26323at3699	813260	813260	813260	non	813261	813261	813260	813261	813261	813261	813261	813260	813260	813261	813261	True
7623at3699	813422	813422	813422	870890	813422	813422	813422	813422	813422	813422	813422	813422	813422	813422	813422	True
15186at3699	829052	829052	829052	829052	829052	829052	829052	829052	829052	829052	829052	829052	829052	non	829052	True
15464at3699	817071	817071	817071	817071	817071	817071	817071	817071	817071	817071	817071	817071	817071	817071	817071	True
9042at3699	817753	817753	817753	817753	817753	817753	817753	817753	817753	817753	817753	817753	817753	817753	817753	True
11074at3699	803299	803299	803299	803299	803299	803299	803299	803299	803299	803299	803299	803299	803299	803299	803299	True
13554at3699	821035	821035	821035	946706	821035	821035	821035	821036	821035	821035	821035	821035	821035	821035	821035	True
9313at3699	803783	803783	803783	803783	803783	803783	803783	803783	803783	803783	803783	803783	803783	803783	803783	True
13939at3699	848907	848907	848907	848907	848907	848907	848907	848907	848907	848907	848907	848907	848907	848907	848907	True
17630at3699	851778	851778	851778	851778	851778	851778	851778	851778	851778	851778	851778	851778	851778	851778	851778	True
3538at3699	806665	806665	806665	806665	806665	806665	806665	806665	806665	806665	806665	806665	806665	806665	806665	True
7486at3699	850933	850933	850933	850933	850933	850933	850933	850933	850933	850933	850933	850933	850933	850933	850933	True
13151at3699	non	non	non	non	non	849703	non	non	non	non	non	non	non	849703	849703	True
375at3699	803913	803913	803913	803913	803913	803913	803913	803913	803913	803913	803913	803913	803913	803913	803913	True
8438at3699	846509	846509	846509	846509	846509	846509	846509	846509	846509	846509	846509	846509	846509	846509	846509	True
19017at3699	803063	803063	803063	803063	803063	803063	803063	803063	803063	803063	803063	803063	803063	803063	803063	True
10844at3699	807801	807801	807801	807801	807801	807801	807801	807801	807801	807801	807801	807801	807801	807801	807801	True
11905at3699	837680	837680	837680	837680	837680	837680	837680	837680	837680	837680	837680	837680	837680	837680	837680	True
16733at3699	839693	839693	839693	839693	839693	839693	839693	839693	839693	839693	839693	839693	839693	839693	839693	True
13799at3699	821753	821753	821753	821753	821753	821753	821753	821753	821753	821753	821753	821753	821753	821753	821753	True
15940at3699	827774	827774	827774	827774	827774	827774	827774	827774	827774	827774	827774	827774	827774	827774	827774	True
17659at3699	849945	849945	849945	849945	849945	849945	849945	849945	849945	849945	849945	849945	849945	849945	849945	True
16551at3699	840105	840105	840105	840105	840105	840105	840105	840105	840105	840105	840105	840105	840105	840105	840105	True
3721at3699	827807	827807	827807	827807	827807	827807	827807	827807	827807	827807	827807	827807	827807	827807	827807	True
11774at3699	807700	807700	807700	807700	807700	807700	807700	807700	807700	807700	807700	807700	807700	807700	807700	True
1957at3699	840885	840885	840885	840885	840885	840885	840885	840885	840885	840885	840885	840885	840885	840885	840885	True
9579at3699	852735	852735	852735	852735	852735	852735	852735	852735	852735	852735	852735	852735	852735	852735	852735	True
4864at3699	809070	809070	809070	809070	809070	809070	809070	809070	809070	809070	809070	809070	809070	809070	809070	True
