# Busco id	GWHDTYJ00000000	GWHDUBL00000000	GWHDTYK00000000	T22	GWHDTYL00000000	GCF_000695525	GWHDUBI00000000	GWHDUBP00000000	GWHDUBH00000000	GWHDUBS00000000	GWHBKLA00000000	GWHDTYE00000000	GWHDTWX00000000	OX_heart	GWHDTYA00000000	In 1 Hom. group?
3755at3699	817727	817727	817727	817727	817727	817727	817727	817727	817727	817727	817727	817727	817727	817727	817727	True
530at3699	819915	819915	819915	819915	819915	819915	819915	819915	819915	819915	819915	819915	819915	819915	819915	True
6873at3699	836454	836454	836454	836454	836454	836454	836454	836454	836454	836454	836454	836454	836454	836454	836454	True
25350at3699	846432	846432	846432	846432	846432	846432	846432	846432	846432	846432	846432	846432	846432	846432	846432	True
3198at3699	841684	841684	841684	841684	841684	841684	841684	non	841684	841684	841684	841684	841684	non	841684	True
16917at3699	852874	852874	852874	852874	852874	852874	852874	852874	852874	852874	852874	852874	852874	852874	852874	True
4041at3699	832118	832118	non	832118	832118	832118	832118	832118	832118	832118	832118	832118	832118	832118	832118	True
11202at3699	802660	802660	802660	802660	802660	802660	802660	802660	802660	802660	802660	802660	802660	802660	802660	True
5437at3699	810921	810921	810921	810921	810921	810921	810921	810921	810921	810921	810921	810921	810921	810921	810921	True
2472at3699	815000	815000	815000	815000	815000	815000	815000	815000	815000	815000	815000	815000	815000	815000	815000	True
1625at3699	825622	825622	825622	825622	825622	825622	825622	825622	825622	825622	825622	825622	825622	825622	825622	True
14003at3699	827290	827290	827290	827290	827290	827290	827290	827290	827290	827290	827290	827290	827290	827290	827290	True
4536at3699	851799	851799	851799	851799	851799	851799	851799	851799	851799	851799	851799	851799	851799	851799	851799	True
7188at3699	803682	non	803682	803682	803682	803682	803682	803682	803682	803682	803682	803682	non	803682	803682	True
15718at3699	835759	835759	835759	835759	835759	835759	835759	835759	835759	835759	835759	835759	835759	835759	835759	True
372at3699	809751	809751	809751	809751	809751	809751	809751	809751	809751	809751	809751	809751	809751	809751	809751	True
5713at3699	805888	805888	non	805888	805888	805888	805888	805888	805888	805888	805888	non	805888	805888	805888	True
14236at3699	833625	833625	833625	833625	833625	833625	833625	833625	833625	833625	833625	833625	833625	non	833625	True
1125at3699	811367	811367	811367	811367	811367	811367	811367	811367	811367	811367	811367	811367	811367	811367	811367	True
13808at3699	812186	812186	non	non	812186	812186	812186	812186	812186	812186	812186	812186	812186	812186	812186	True
21955at3699	812917	812917	812917	non	812917	812917	812917	812917	812917	812917	812917	812917	812917	812917	812917	True
3657at3699	826745	826745	826745	826745	826745	826745	826745	878190	826745	878190	826745	non	878190	826745	826745	True
8144at3699	838917	838917	838917	838917	838917	838917	838917	838917	838917	838917	838917	838917	838917	838917	838917	True
6756at3699	833332	833332	833332	833332	833332	833332	833332	833332	833332	833332	833332	833332	833332	833332	833332	True
7647at3699	835966	835966	835966	835966	835966	835966	835966	835966	835966	835966	835966	835966	835966	835966	835966	True
6034at3699	797337	797337	797337	797337	797337	797337	797337	797337	797337	797339	797337	797337	797337	797337	797337	True
2090at3699	849937	849937	849937	849937	849937	849937	849937	849937	849937	849937	849937	849937	849937	849937	849937	True
7129at3699	831159	831159	831159	831159	831159	831159	831159	831159	831159	831159	831159	831159	831159	831159	831159	True
21354at3699	801506	801507	801506	801507	801506	801507	801506	801507	801506	801506	801506	801507	801506	801507	801506	True
464at3699	887592	894699	833342	833342	887592	833342	887592	894699	833342	833342	833342	894699	833342	833342	887592	True
25679at3699	849629	849629	849629	849629	849629	849629	849629	849629	849629	849629	849629	849629	849629	849629	849629	True
742at3699	851251	851251	851251	851251	851251	851251	851251	851251	851251	851251	851251	851251	851251	851251	851251	True
9395at3699	849462	849462	849462	849462	849462	849462	849462	849462	849462	849462	849462	849462	849462	849462	849462	True
16889at3699	813494	813494	813494	non	813494	813494	813494	813494	813494	813494	813494	813494	813494	813494	813494	True
1525at3699	809897	809897	809897	809897	809897	809897	809897	809897	809897	809897	809897	809897	809897	809897	809897	True
1948at3699	880200	880200	845450	845450	845450	845450	845450	845450	845450	880200	845450	845450	880200	845450	845450	True
14141at3699	805671	805671	805671	805671	805671	805671	805671	805671	805671	805671	805671	805671	805671	805671	805671	True
9909at3699	845897	845897	845897	845897	845897	845897	845897	non	845897	845897	845897	845897	845897	845897	845897	True
15063at3699	843273	843273	843273	843273	843273	843273	843273	843273	843273	843273	843273	843273	843273	843273	non	True
8352at3699	839919	920436	839919	839919	839919	839919	839919	839919	839919	839919	839919	839919	839919	839919	839919	True
25669at3699	808144	921506	808145	808144	808144	808144	808144	non	808144	808145	853387	808145	808144	non	808144	True
12157at3699	849829	849829	849829	849829	849829	849829	849829	849829	849829	849829	849829	849829	849829	849829	849829	True
17074at3699	827974	827974	827974	827974	827974	827974	827974	827974	827974	827974	827974	827974	827974	827974	827974	True
4495at3699	796454	796454	796454	796454	796454	796454	796454	796454	914175	796454	796454	796454	796454	796454	796454	True
12141at3699	848039	848039	848039	848039	848039	848039	848039	848039	848039	848039	848039	848039	848039	848039	848039	True
13596at3699	793724	793724	793724	793724	793724	793724	841611	793724	793724	793724	793724	841611	793724	793724	793724	True
9438at3699	810761	810761	810761	810761	810761	810761	810761	810761	810761	810761	810761	810761	non	810761	810761	True
4574at3699	805341	805341	805341	805341	805341	805341	805350	805341	805341	805341	805341	805341	805341	805341	805341	True
933at3699	848941	848941	848941	848941	848941	848941	848941	848941	848941	non	848941	non	848941	848941	848941	True
11098at3699	846928	846929	846928	846928	846928	846928	846928	846928	846928	846928	846928	846928	846928	846928	846928	True
2473at3699	827361	827361	827361	827361	827361	827361	827361	827361	827361	827361	827361	827363	827361	827361	827361	True
17424at3699	839843	839843	839843	839843	839843	839843	839843	839843	839843	839843	839843	839843	839843	839843	839843	True
20093at3699	822891	822891	822891	822891	822891	822891	822891	822891	822891	822891	822891	822891	822891	non	822891	True
17515at3699	813643	813643	813643	non	813643	813643	813643	813643	813643	813643	813643	813643	813643	813643	813643	True
19190at3699	807274	807274	807274	807274	807274	807274	807274	807274	807274	807274	807274	807274	807274	807274	807274	True
4320at3699	808688	808688	808688	808688	808688	808688	808688	808688	808688	808688	808688	808688	808688	808688	808688	True
13288at3699	834014	834014	834014	834014	834014	834014	834014	834014	834014	834014	834014	834014	834014	834014	834014	True
25172at3699	non	827618	827618	827618	827618	827618	827618	827618	827618	827618	827618	827618	827618	827618	827618	True
6755at3699	834957	834957	834957	834957	834957	834957	834957	834957	834957	834957	834957	834957	834957	834957	834957	True
1670at3699	797440	797440	797440	797440	797440	797440	797440	797440	797440	797440	797440	797440	797440	non	797440	True
1982at3699	808668	808668	808668	808668	808668	808668	808668	808668	808668	808668	808668	808668	808668	808668	808668	True
10029at3699	838354	838354	838354	838354	838354	838354	838354	838354	838354	838354	838354	838354	838354	838354	838354	True
7139at3699	815902	815902	815902	815902	815902	815902	815902	815902	815902	815902	815902	815902	815902	815902	815902	True
7731at3699	840875	840875	840875	840875	840875	840875	840875	840875	840875	840875	840875	840875	840875	non	840875	True
19999at3699	810673	810673	810673	810673	810673	810673	810673	810673	810673	810673	810673	810673	810673	810673	810673	True
18540at3699	846199	846199	846199	846199	846199	846199	846199	846199	846199	846199	846199	846199	846199	846199	846199	True
15978at3699	849263	849263	849263	849263	849263	849263	849263	849263	849263	849263	849263	849263	849263	849263	849263	True
5799at3699	non	806133	non	806133	non	806133	non	non	806133	806133	806133	806133	806133	non	non	True
7146at3699	822946	822946	822946	822946	822946	822946	822946	822946	822946	822946	822946	822946	822946	822946	822946	True
