#13 matrices: 7 with percentages and 6 with gene counts

#Three different gene counts:
# DISTINCT  : always count a maximum 1
# SEMI      : Counts gene copies of genome A up to number of copies in genome B.
# EVERYTHING: Count all genes of genome A as long as the other genome has a copy.

#Percentages of genes shared between two genomes. Gene counts are divided either by the sum of one or both genomes
#1 Percentage SEMI gene counts. Derived from #11 & #12
#2 Percentage SEMI gene counts, genome left column. Derived from #11 & #11 diagonal
#3 Percentage DISTINCT gene counts. Derived from #7 & #8
#4 Percentage DISTINCT based on genome in left column. Derived from #7 & #7 diagonal
#5 Percentage informative DISTINCT based on both genomes. Derived from #9 & #10
#6 Percentage EVERYTHING gene counts based on genome in left column. Derived from #13 & #13 diagonal

#Gene counts between two genomes
#7 shared DISTINCT genes
#8 unshared DISTINCT genes
#9 shared informative DISTINCT genes
#10 unshared informative DISTINCT genes
#11 SEMI shared genes
#12 SEMI unshared genes
#13 EVERYTHING shared genes


#1 Percentage based on SEMI gene counts of both genomes (#11 & #12)
4,31700,36618,36793,36494,35769,36806,36538,0,35779,36108,36559,36797,36666
5,31852,36552,36143,35999,35836,37278,36164,35779,0,36909,35986,36365,36927
6,32063,36208,36049,36900,36803,36442,36463,36108,36909,0,36132,36389,36403
7,32228,36414,36586,36460,35522,36582,36311,36559,35986,36132,0,36564,36574
8,31940,37317,36918,36694,35704,37248,37221,36797,36365,36389,36564,0,37333
9,31822,37569,36531,36274,35522,37554,36957,36666,36927,36403,36574,37333,0

#12 unshared SEMI genes
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,32693,35652,31706,32123,31996,33182,32524,30944,30413,31803,33129,32563
10,32693,0,34403,31617,32990,30311,32153,31791,30647,31226,32534,31478,30172
11,35652,34403,0,33720,34985,34036,34386,33642,33666,33745,34391,34477,34449
12,31706,31617,33720,0,27613,30504,31528,30850,30564,28653,31253,31535,31573
13,32123,32990,34985,27613,0,31951,32515,31813,30403,28360,32642,33028,32590
2,31996,30311,34036,30504,31951,0,30918,31166,28946,30509,31949,31367,29953
3,33182,32153,34386,31528,32515,30918,0,32210,31682,30975,32999,31929,31655
4,32524,31791,33642,30850,31813,31166,32210,0,31812,31045,31863,32137,31597
5,30944,30647,33666,30564,30403,28946,31682,31812,0,28167,31733,31725,29799
6,30413,31226,33745,28653,28360,30509,30975,31045,28167,0,31332,31568,30738
7,31803,32534,34391,31253,32642,31949,32999,31863,31733,31332,0,32938,32116
8,33129,31478,34477,31535,33028,31367,31929,32137,31725,31568,32938,0,31348
9,32563,30172,34449,31573,32590,29953,31655,31597,29799,30738,32116,31348,0

#13 shared EVERYTHING genes based on left column
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,32677,32247,32556,32170,32920,32575,32572,32663,32910,33095,32753,32678
10,32706,0,37503,37225,36355,38329,37686,37547,37398,37096,37353,38166,38435
11,33352,38704,0,38421,37582,38733,38813,38898,38171,38092,38713,38960,38607
12,32442,37146,37196,0,38218,37596,37404,37374,36825,37641,37341,37565,37140
13,32109,36359,36444,38311,0,36679,36770,36740,36755,37631,36539,36626,36475
2,32866,38338,37530,37614,36748,0,38188,37776,38087,37307,37508,38128,38421
3,32563,37797,37683,37420,36758,38217,0,37494,37091,37369,37358,38199,37916
4,32618,37596,37727,37430,36766,37722,37496,0,36666,36993,37509,37711,37629
5,32797,37591,37110,37053,36904,38236,37205,36778,0,37848,37029,37354,37907
6,32883,37175,36958,37763,37717,37371,37388,37051,37810,0,37100,37267,37277
7,33030,37362,37511,37325,36497,37484,37288,37487,36846,36986,0,37411,37473
8,32833,38274,37867,37606,36729,38214,38259,37702,37262,37286,37512,0,38292
9,32612,38444,37361,37171,36438,38402,37796,37576,37712,37242,37474,38159,0
