#13 matrices: 7 with percentages and 6 with gene counts

#Three different gene counts:
# DISTINCT  : always count a maximum 1
# SEMI      : Counts gene copies of genome A up to number of copies in genome B.
# EVERYTHING: Count all genes of genome A as long as the other genome has a copy.

#Percentages of genes shared between two genomes. Gene counts are divided either by the sum of one or both genomes
#1 Percentage SEMI gene counts. Derived from #11 & #12
#2 Percentage SEMI gene counts, genome left column. Derived from #11 & #11 diagonal
#3 Percentage DISTINCT gene counts. Derived from #7 & #8
#4 Percentage DISTINCT based on genome in left column. Derived from #7 & #7 diagonal
#5 Percentage informative DISTINCT based on both genomes. Derived from #9 & #10
#6 Percentage EVERYTHING gene counts based on genome in left column. Derived from #13 & #13 diagonal

#Gene counts between two genomes
#7 shared DISTINCT genes
#8 unshared DISTINCT genes
#9 shared informative DISTINCT genes
#10 unshared informative DISTINCT genes
#11 SEMI shared genes
#12 SEMI unshared genes
#13 EVERYTHING shared genes


#1 Percentage based on SEMI gene counts of both genomes (#11 & #12)
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#3 Percentage based on DISTINCT gene counts of both genomes (#7 & #8)
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,43.58,43.45,43.39,42.40,46.14,45.70,45.66,43.24,43.75,43.35,43.54,43.82,45.16,43.08
10,43.58,0,54.88,54.68,53.00,54.33,42.23,49.94,45.41,54.88,54.53,53.86,54.03,54.00,53.13
11,43.45,54.88,0,55.86,52.70,53.75,43.06,50.19,45.51,56.29,54.28,54.23,55.80,54.53,53.68
12,43.39,54.68,55.86,0,52.68,53.88,42.25,50.09,45.26,55.77,53.96,53.95,54.91,53.99,53.22
13,42.40,53.00,52.70,52.68,0,52.96,40.91,48.35,43.87,53.15,53.03,53.42,52.96,52.72,52.85
14,46.14,54.33,53.75,53.88,52.96,0,41.75,50.68,45.90,55.04,54.00,54.57,54.67,56.63,54.34
15,45.70,42.23,43.06,42.25,40.91,41.75,0,43.99,41.14,43.90,41.89,41.69,43.79,42.95,41.41
2,45.66,49.94,50.19,50.09,48.35,50.68,43.99,0,49.29,50.84,49.62,50.14,51.63,52.11,51.31
3,43.24,45.41,45.51,45.26,43.87,45.90,41.14,49.29,0,45.91,45.25,44.98,45.99,48.27,45.02
4,43.75,54.88,56.29,55.77,53.15,55.04,43.90,50.84,45.91,0,55.33,54.73,56.99,54.94,53.90
5,43.35,54.53,54.28,53.96,53.03,54.00,41.89,49.62,45.25,55.33,0,53.54,53.85,54.22,53.00
6,43.54,53.86,54.23,53.95,53.42,54.57,41.69,50.14,44.98,54.73,53.54,0,53.46,54.13,53.95
7,43.82,54.03,55.80,54.91,52.96,54.67,43.79,51.63,45.99,56.99,53.85,53.46,0,57.35,53.63
8,45.16,54.00,54.53,53.99,52.72,56.63,42.95,52.11,48.27,54.94,54.22,54.13,57.35,0,53.96
9,43.08,53.13,53.68,53.22,52.85,54.34,41.41,51.31,45.02,53.90,53.00,53.95,53.63,53.96,0

#4 Percentage based on DISTINCT gene counts and the genome in the left column (#7 & diagonal #7)
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#5 Percentage based on informative DISTINCT gene counts of both genomes (#9 & #10)
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,54.22,53.63,53.80,53.54,57.17,64.96,58.42,59.31,53.90,54.01,54.24,54.06,55.76,53.65
10,54.22,0,61.72,61.80,61.12,60.98,53.77,57.16,56.42,61.57,61.94,61.08,60.55,60.43,60.26
11,53.63,61.72,0,62.64,60.23,59.78,54.50,56.92,56.10,62.66,61.12,60.98,62.06,60.51,60.40
12,53.80,61.80,62.64,0,60.52,60.23,53.64,57.11,56.05,62.37,61.04,60.97,61.35,60.20,60.15
13,53.54,61.12,60.23,60.52,0,60.46,52.83,56.33,55.31,60.61,61.25,61.66,60.39,60.02,61.03
14,57.17,60.98,59.78,60.23,60.46,0,52.69,57.41,56.57,61.11,60.68,61.29,60.64,62.82,61.07
15,64.96,53.77,54.50,53.64,52.83,52.69,0,57.74,57.61,55.52,53.42,53.11,55.46,54.23,52.75
2,58.42,57.16,56.92,57.11,56.33,57.41,57.74,0,63.19,57.53,56.87,57.44,58.45,58.93,58.89
3,59.31,56.42,56.10,56.05,55.31,56.57,57.61,63.19,0,56.50,56.30,55.91,56.67,59.60,56.00
4,53.90,61.57,62.66,62.37,60.61,61.11,55.52,57.53,56.50,0,62.18,61.41,63.27,60.82,60.49
5,54.01,61.94,61.12,61.04,61.25,60.68,53.42,56.87,56.30,62.18,0,60.79,60.43,60.78,60.20
6,54.24,61.08,60.98,60.97,61.66,61.29,53.11,57.44,55.91,61.41,60.79,0,59.90,60.60,61.26
7,54.06,60.55,62.06,61.35,60.39,60.64,55.46,58.45,56.67,63.27,60.43,59.90,0,63.56,60.16
8,55.76,60.43,60.51,60.20,60.02,62.82,54.23,58.93,59.60,60.82,60.78,60.60,63.56,0,60.46
9,53.65,60.26,60.40,60.15,61.03,61.07,52.75,58.89,56.00,60.49,60.20,61.26,60.16,60.46,0

#6 Percentage based on EVERYTHING gene counts and the genome in left column (#13 & diagonal #13)
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#7 shared DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,31415,31164,31157,30958,32192,34551,29505,32325,31241,31171,31128,30819,31504,30980
10,31415,0,34437,34387,34043,33891,31015,29450,31664,34356,34365,33932,33484,33509,33725
11,31164,34437,0,34643,33704,33442,31259,29343,31521,34700,34049,33866,33969,33507,33740
12,31157,34387,34643,0,33726,33523,30867,29331,31428,34522,33946,33783,33649,33321,33579
13,30958,34043,33704,33726,0,33495,30464,28970,31059,33809,33910,33913,33214,33154,33774
14,32192,33891,33442,33523,33495,0,30316,29222,31413,33875,33609,33679,33197,33997,33683
15,34551,31015,31259,30867,30464,30316,0,29048,31497,31608,30719,30477,31098,30713,30416
2,29505,29450,29343,29331,28970,29222,29048,0,30377,29516,29186,29237,29307,29523,29780
3,32325,31664,31521,31428,31059,31413,31497,30377,0,31636,31454,31182,31202,32278,31290
4,31241,34356,34700,34522,33809,33875,31608,29516,31636,0,34387,33984,34346,33584,33746
5,31171,34365,34049,33946,33910,33609,30719,29186,31454,34387,0,33652,33267,33453,33525
6,31128,33932,33866,33783,33913,33679,30477,29237,31182,33984,33652,0,32948,33255,33756
7,30819,33484,33969,33649,33214,33197,31098,29307,31202,34346,33267,32948,0,33977,33115
8,31504,33509,33507,33321,33154,33997,30713,29523,32278,33584,33453,33255,33977,0,33283
9,30980,33725,33740,33579,33774,33683,30416,29780,31290,33746,33525,33756,33115,33283,0

#8 unshared DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,40672,40560,40657,42055,37583,41058,35108,42437,40170,40740,40368,39518,38255,40941
10,40672,0,28318,28501,30189,28489,42434,29522,38063,28244,28656,29064,28492,28549,29755
11,40560,28318,0,27375,30253,28773,41332,29122,37735,26942,28674,28582,26908,27939,29111
12,40657,28501,27375,0,30292,28694,42199,29229,38004,27381,28963,28831,27631,28394,29516
13,42055,30189,30253,30292,0,29750,44005,30951,39742,29807,30035,29571,29501,29728,30126
14,37583,28489,28773,28694,29750,0,42297,28443,37030,27671,28633,28035,27531,26038,28304
15,41058,42434,41332,42199,44005,42297,0,36984,45055,40398,42606,42632,39922,40799,43031
2,35108,29522,29122,29229,30951,28443,36984,0,31253,28540,29630,29070,27462,27137,28261
3,42437,38063,37735,38004,39742,37030,45055,31253,0,37269,38063,38149,36641,34596,38210
4,40170,28244,26942,27381,29807,27671,40398,28540,37269,0,27762,28110,25918,27549,28863
5,40740,28656,28674,28963,30035,28633,42606,29630,38063,27762,0,29204,28506,28241,29735
6,40368,29064,28582,28831,29571,28035,42632,29070,38149,28110,29204,0,28686,28179,28815
7,39518,28492,26908,27631,29501,27531,39922,27462,36641,25918,28506,28686,0,25267,28629
8,38255,28549,27939,28394,29728,26038,40799,27137,34596,27549,28241,28179,25267,0,28400
9,40941,29755,29111,29516,30126,28304,43031,28261,38210,28863,29735,28815,28629,28400,0

#9 shared informative DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,31415,31164,31157,30958,32192,34551,29505,32325,31241,31171,31128,30819,31504,30980
10,31415,0,34437,34387,34043,33891,31015,29450,31664,34356,34365,33932,33484,33509,33725
11,31164,34437,0,34643,33704,33442,31259,29343,31521,34700,34049,33866,33969,33507,33740
12,31157,34387,34643,0,33726,33523,30867,29331,31428,34522,33946,33783,33649,33321,33579
13,30958,34043,33704,33726,0,33495,30464,28970,31059,33809,33910,33913,33214,33154,33774
14,32192,33891,33442,33523,33495,0,30316,29222,31413,33875,33609,33679,33197,33997,33683
15,34551,31015,31259,30867,30464,30316,0,29048,31497,31608,30719,30477,31098,30713,30416
2,29505,29450,29343,29331,28970,29222,29048,0,30377,29516,29186,29237,29307,29523,29780
3,32325,31664,31521,31428,31059,31413,31497,30377,0,31636,31454,31182,31202,32278,31290
4,31241,34356,34700,34522,33809,33875,31608,29516,31636,0,34387,33984,34346,33584,33746
5,31171,34365,34049,33946,33910,33609,30719,29186,31454,34387,0,33652,33267,33453,33525
6,31128,33932,33866,33783,33913,33679,30477,29237,31182,33984,33652,0,32948,33255,33756
7,30819,33484,33969,33649,33214,33197,31098,29307,31202,34346,33267,32948,0,33977,33115
8,31504,33509,33507,33321,33154,33997,30713,29523,32278,33584,33453,33255,33977,0,33283
9,30980,33725,33740,33579,33774,33683,30416,29780,31290,33746,33525,33756,33115,33283,0

#10 unshared informative DISTINCT genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,26524,26942,26753,26865,24121,18636,21002,22177,26715,26541,26264,26186,24991,26767
10,26524,0,21358,21255,21657,21685,26670,22074,24461,21447,21115,21618,21818,21943,22239
11,26942,21358,0,20659,22251,22499,26098,22204,24663,20675,21663,21666,20764,21863,22125
12,26753,21255,20659,0,22004,22134,26679,22025,24646,20828,21666,21629,21201,22032,22244
13,26865,21657,22251,22004,0,21904,27199,22461,25098,21968,21452,21083,21785,22080,21568
14,24121,21685,22499,22134,21904,0,27219,21681,24114,21560,21778,21275,21543,20118,21474
15,18636,26670,26098,26679,27199,27219,0,21262,23179,25327,26791,26912,24974,25919,27241
2,21002,22074,22204,22025,22461,21681,21262,0,17693,21785,22131,21666,20830,20573,20787
3,22177,24461,24663,24646,25098,24114,23179,17693,0,24360,24410,24591,23855,21878,24582
4,26715,21447,20675,20828,21968,21560,25327,21785,24360,0,20914,21357,19937,21636,22040
5,26541,21115,21663,21666,21452,21778,26791,22131,24410,20914,0,21707,21781,21584,22168
6,26264,21618,21666,21629,21083,21275,26912,21666,24591,21357,21707,0,22056,21617,21343
7,26186,21818,20764,21201,21785,21543,24974,20830,23855,19937,21781,22056,0,19477,21929
8,24991,21943,21863,22032,22080,20118,25919,20573,21878,21636,21584,21617,19477,0,21768
9,26767,22239,22125,22244,21568,21474,27241,20787,24582,22040,22168,21343,21929,21768,0

#11 shared SEMI genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,33828,33536,33573,33301,34693,37483,31816,34920,33603,33517,33472,33249,33945,33363
10,33828,0,37098,37065,36682,36531,33397,31730,34143,37016,37017,36589,36172,36140,36358
11,33536,37098,0,37331,36263,36011,33616,31615,33939,37363,36681,36402,36683,36122,36343
12,33573,37065,37331,0,36305,36094,33245,31602,33884,37169,36506,36367,36341,35971,36159
13,33301,36682,36263,36305,0,36091,32743,31227,33463,36386,36516,36529,35841,35760,36334
14,34693,36531,36011,36094,36091,0,32615,31488,33855,36497,36195,36271,35798,36709,36272
15,37483,33397,33616,33245,32743,32615,0,31306,33993,33987,33002,32765,33544,33056,32729
2,31816,31730,31615,31602,31227,31488,31306,0,32711,31803,31456,31512,31648,31850,32085
3,34920,34143,33939,33884,33463,33855,33993,32711,0,34111,33878,33629,33709,34875,33713
4,33603,37016,37363,37169,36386,36497,33987,31803,34111,0,36993,36578,37089,36262,36375
5,33517,37017,36681,36506,36516,36195,33002,31456,33878,36993,0,36274,35889,36103,36092
6,33472,36589,36402,36367,36529,36271,32765,31512,33629,36578,36274,0,35562,35864,36339
7,33249,36172,36683,36341,35841,35798,33544,31648,33709,37089,35889,35562,0,36722,35806
8,33945,36140,36122,35971,35760,36709,33056,31850,34875,36262,36103,35864,36722,0,35935
9,33363,36358,36343,36159,36334,36272,32729,32085,33713,36375,36092,36339,35806,35935,0

#12 unshared SEMI genes
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,46002,45784,45808,48553,42379,47153,40219,49808,45499,46179,45629,44799,43298,46182
10,46002,0,31818,31982,34949,31861,48483,33549,44520,31831,32337,32553,32111,32066,33350
11,45784,31818,0,30648,34985,32099,47243,32977,44126,30335,32207,32125,30287,31300,32578
12,45808,31982,30648,0,34999,32031,48083,33101,44334,30821,32655,32293,31069,31700,33044
13,48553,34949,34985,34999,0,34238,51288,36052,47377,34588,34836,34170,34270,34323,34895
14,42379,31861,32099,32031,34238,0,48154,32140,43203,30976,32088,31296,30966,29035,31629
15,47153,48483,47243,48083,51288,48154,0,42858,53281,46350,48828,48662,45828,46695,49069
2,40219,33549,32977,33101,36052,32140,42858,0,37577,32450,33652,32900,31352,30839,32089
3,49808,44520,44126,44334,47377,43203,53281,37577,0,43631,44605,44463,43027,40586,44630
4,45499,31831,30335,30821,34588,30976,46350,32450,43631,0,31432,31622,29324,30869,32363
5,46179,32337,32207,32655,34836,32088,48828,33652,44605,31432,0,32738,32232,31695,33437
6,45629,32553,32125,32293,34170,31296,48662,32900,44463,31622,32738,0,32246,31533,32303
7,44799,32111,30287,31069,34270,30966,45828,31352,43027,29324,32232,32246,0,28541,32093
8,43298,32066,31300,31700,34323,29035,46695,30839,40586,30869,31695,31533,28541,0,31726
9,46182,33350,32578,33044,34895,31629,49069,32089,44630,32363,33437,32303,32093,31726,0

#13 shared EVERYTHING genes based on left column
Genomes,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
1,0,34887,34669,34733,34370,35669,39113,32709,36349,34652,34718,34514,34263,34954,34435
10,34935,0,38027,38030,37603,37417,34528,32632,35155,37963,38038,37449,37049,37038,37298
11,34514,37953,0,38183,37085,36870,34618,32417,34888,38231,37537,37298,37469,36969,37232
12,34616,37911,38170,0,37173,36991,34273,32519,34856,38064,37427,37270,37179,36838,37077
13,35419,38736,38352,38404,0,38161,34874,33196,35578,38471,38585,38612,37860,37826,38456
14,35573,37391,36860,36948,36899,0,33579,32233,34740,37361,37119,37125,36627,37455,37112
15,39428,34534,35049,34524,34079,33900,0,32298,35504,35116,34273,34023,34623,34162,33860
2,32694,32457,32355,32392,31963,32229,32177,0,33614,32596,32221,32273,32345,32597,32839
3,36312,35166,35012,34931,34426,34921,35360,33778,0,35088,34984,34619,34684,35805,34782
4,34594,37896,38196,38049,37212,37347,34969,32647,35076,0,37895,37497,37860,37091,37262
5,34612,38043,37624,37567,37436,37133,34128,32343,34919,37981,0,37233,36818,37053,37127
6,34521,37510,37321,37346,37437,37181,33860,32413,34637,37491,37222,0,36422,36749,37274
7,34387,37171,37671,37392,36809,36836,34657,32630,34812,38051,36930,36536,0,37662,36824
8,34914,37017,36984,36881,36610,37544,34031,32651,35736,37166,37016,36756,37567,0,36830
9,34320,37239,37235,37107,37228,37127,33777,32915,34666,37260,37046,37257,36644,36753,0
