Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
BroT06.C03g16530.1	848940	6	9347565.0	9349701.0	AT4G00650.1	56.794	FRIGIDA	BroT22.C03g17150.1	94.604	YES	YES	round cabbage
BroT02.C03g16790.1	848940	3	9298783.0	9300919.0	AT4G00650.1	56.794	FRIGIDA	BroT22.C03g17150.1	94.604	YES	YES	flat cabbage
BroT08.C07g32620.1	835476	11	45158092.0	45160160.0	AT5G48385.1	83.779	FRIGIDA-like protein	BroT22.C07g32920.1	99.269	NO	YES	brussels sprouts
BroT19.C07g33380.1	835476	8	46346622.0	46348690.0	AT5G48385.1	83.779	FRIGIDA-like protein	BroT22.C07g32920.1	99.269	NO	YES	chinese kale
BroT24.C07g31320.1	835476	7	41261098.0	41263166.0	AT5G48385.1	83.779	FRIGIDA-like protein	BroT22.C07g32920.1	99.269	NO	YES	broccoli
rna-XM_013742814.1	835476	1	34501962.0	34505196.0	AT5G48385.1	83.779	FRIGIDA-like protein	BroT22.C07g32920.1	99.269	NO	YES	wild cabbage
BroT22.C07g32920.1	835476	15	45117782.0	45120015.0	AT5G48385.1	84.079	FRIGIDA-like protein	BroT22.C07g32920.1	100.000	NO	YES	cauliflower
BroT21.C07g31540.1	835476	13	40480164.0	40482397.0	AT5G48385.1	84.079	FRIGIDA-like protein	BroT22.C07g32920.1	100.000	NO	YES	cauliflower
BroT17.C07g34820.1	835476	12	45867541.0	45869774.0	AT5G48385.1	84.436	FRIGIDA-like protein	BroT22.C07g32920.1	99.266	NO	YES	collard greens
BroT10.C07g33240.1	835476	10	47329704.0	47331937.0	AT5G48385.1	84.436	FRIGIDA-like protein	BroT22.C07g32920.1	99.266	NO	YES	wild cabbage
BroT06.C07g31650.1	835476	6	41727027.0	41729260.0	AT5G48385.1	84.436	FRIGIDA-like protein	BroT22.C07g32920.1	99.266	NO	YES	round cabbage
BroT13.C07g32730.1	835476	5	45561684.0	45563917.0	AT5G48385.1	84.436	FRIGIDA-like protein	BroT22.C07g32920.1	99.266	NO	YES	tree kale
BroT07.C07g32800.1	835476	4	44297511.0	44299744.0	AT5G48385.1	84.436	FRIGIDA-like protein	BroT22.C07g32920.1	99.266	NO	YES	kohlrabi
BroT12.C07g33110.1	835476	9	46441051.0	46443283.0	AT5G48385.1	84.258	FRIGIDA-like protein	BroT22.C07g32920.1	99.083	NO	YES	lacinato kale
BroT02.C07g32960.1	835476	3	44508107.0	44510342.0	AT5G48385.1	84.258	FRIGIDA-like protein	BroT22.C07g32920.1	98.899	NO	YES	flat cabbage
BroT22.C05g26060.1	810037	15	22252203.0	22253600.0	AT1G31814.1	63.283	FRIGIDA like 2	BroT22.C05g26060.1	100.000	NO	YES	cauliflower
BolO_5g31660.1	810037	14	22873383.0	22874925.0	AT1G31814.1	63.283	FRIGIDA like 2	BroT22.C05g26060.1	100.000	NO	YES	wild cabbage
BroT17.C05g28400.1	810037	12	24209883.0	24211280.0	AT1G31814.1	63.283	FRIGIDA like 2	BroT22.C05g26060.1	100.000	NO	YES	collard greens
BroT12.C05g28600.1	810037	9	23574931.0	23576328.0	AT1G31814.1	63.283	FRIGIDA like 2	BroT22.C05g26060.1	100.000	NO	YES	lacinato kale
BroT06.C05g27740.1	810037	6	23019562.0	23020959.0	AT1G31814.1	63.283	FRIGIDA like 2	BroT22.C05g26060.1	100.000	NO	YES	round cabbage
rna-XM_013783404.1	810037	1	21542265.0	21543961.0	AT1G31814.1	63.283	FRIGIDA like 2	BroT22.C05g26060.1	100.000	NO	YES	wild cabbage
BroT13.C05g27430.1	810037	5	23022808.0	23024250.0	AT1G31814.1	65.039	FRIGIDA like 2	BroT22.C05g26060.1	99.744	NO	YES	tree kale
BroT22.C01g36040.1	841198	15	39438295.0	39440131.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	cauliflower
BolO_1g40310.1	841198	14	37226409.0	37228619.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	wild cabbage
BroT17.C01g36780.1	841198	12	39672275.0	39674111.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	collard greens
BroT08.C01g36600.1	841198	11	42763742.0	42765578.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	brussels sprouts
BroT19.C01g36100.1	841198	8	41153666.0	41155502.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	chinese kale
BroT24.C01g34720.1	841198	7	37659070.0	37660906.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	broccoli
BroT06.C01g35400.1	841198	6	37718904.0	37720740.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	round cabbage
BroT13.C01g35380.1	841198	5	37575675.0	37577511.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	tree kale
bro1G04010.1	841198	2	38335022.0	38336858.0	AT3G22440.1	90.354	FRIGIDA-like protein	BroT22.C01g36040.1	100.000	NO	YES	broccoli
rna-XM_013752025.1	841198	1	31938451.0	31940638.0	AT3G22440.1	89.961	FRIGIDA-like protein	BroT22.C01g36040.1	99.248	NO	YES	wild cabbage
BroT10.C05g35490.1	881515	10	39520507.0	39522543.0	AT3G22440.1	81.496	FRIGIDA-like protein	BroT22.C01g36040.1	82.107	NO	YES	wild cabbage
BroT12.C05g36300.1	881515	9	39146243.0	39148279.0	AT3G22440.1	81.496	FRIGIDA-like protein	BroT22.C01g36040.1	82.107	NO	YES	lacinato kale
BroT19.C05g36140.1	881515	8	42177400.0	42179436.0	AT3G22440.1	81.496	FRIGIDA-like protein	BroT22.C01g36040.1	82.107	NO	YES	chinese kale
BroT06.C05g35200.1	881515	6	37949015.0	37951051.0	AT3G22440.1	81.496	FRIGIDA-like protein	BroT22.C01g36040.1	82.107	NO	YES	round cabbage
