Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
BroT08.C03g45620.1	850717	11	31420646.0	31422562.0	AT3G21320.1	69.217	None	BroT22.C03g46310.1	89.015	NO	YES	brussels sprouts
BroT12.C03g46830.1	850717	9	32381749.0	32383656.0	AT3G21320.1	68.556	None	BroT22.C03g46310.1	88.762	NO	YES	lacinato kale
BroT07.C03g46220.1	850717	4	31788592.0	31790500.0	AT3G21320.1	68.556	None	BroT22.C03g46310.1	88.762	NO	YES	kohlrabi
BroT02.C03g45980.1	850717	3	31851403.0	31853310.0	AT3G21320.1	68.373	None	BroT22.C03g46310.1	88.571	NO	YES	flat cabbage
BroT22.C03g46310.1	850717	15	31992441.0	31994347.0	AT3G21320.1	65.872	None	BroT22.C03g46310.1	100.000	NO	YES	cauliflower
BroT21.C03g45030.1	850717	13	32022333.0	32024239.0	AT3G21320.1	65.872	None	BroT22.C03g46310.1	100.000	NO	YES	cauliflower
BroT10.C03g46540.1	850717	10	31644732.0	31646638.0	AT3G21320.1	65.872	None	BroT22.C03g46310.1	100.000	NO	YES	wild cabbage
BroT19.C03g46140.1	850717	8	32481578.0	32483484.0	AT3G21320.1	65.872	None	BroT22.C03g46310.1	100.000	NO	YES	chinese kale
BroT24.C03g44740.1	850717	7	31457467.0	31459373.0	AT3G21320.1	65.872	None	BroT22.C03g46310.1	100.000	NO	YES	broccoli
BroT13.C03g45920.1	850717	5	32005670.0	32007576.0	AT3G21320.1	65.872	None	BroT22.C03g46310.1	100.000	NO	YES	tree kale
BolO_3g51350.1	850717	14	31369918.0	31371824.0	AT3G21320.1	67.031	None	BroT22.C03g46310.1	95.155	NO	YES	wild cabbage
BroT21.C03g45040.1	850717	13	32030342.0	32032248.0	AT3G21320.1	67.031	None	BroT22.C03g46310.1	95.155	NO	YES	cauliflower
BroT17.C03g45320.1	850717	12	31980422.0	31982331.0	AT3G21320.1	65.688	None	BroT22.C03g46310.1	99.390	NO	YES	collard greens
bro5G04968.1	850717	2	47530040.0	47531946.0	AT3G21320.1	67.339	None	BroT22.C03g46310.1	95.898	NO	YES	broccoli
bro5G04967.1	850717	2	47522032.0	47523938.0	AT3G21320.1	67.339	None	BroT22.C03g46310.1	95.898	NO	YES	broccoli
BroT21.C01g36630.1	841266	13	43127165.0	43129049.0	AT3G21320.1	69.189	None	BroT22.C01g37020.1	98.456	NO	YES	cauliflower
rna-XM_013770847.1	850717	1	29128242.0	29130172.0	AT3G21320.1	73.451	None	BroT22.C03g46310.1	97.329	NO	YES	wild cabbage
rna-XM_013730682.1	841266	1	33037892.0	33040525.0	AT3G21320.1	68.897	None	BroT22.C01g37020.1	98.835	NO	YES	wild cabbage
BroT22.C01g37020.1	841266	15	40636156.0	40638040.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	cauliflower
BolO_1g41520.2	841266	14	38388446.0	38391298.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	wild cabbage
BroT17.C01g37690.1	841266	12	40832939.0	40834823.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	collard greens
BroT08.C01g37570.1	841266	11	43951726.0	43953610.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	brussels sprouts
BroT10.C01g37380.1	841266	10	43369020.0	43370904.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	wild cabbage
BroT06.C01g36380.1	841266	6	38908930.0	38910814.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	round cabbage
BroT13.C01g36270.1	841266	5	38650879.0	38652763.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	tree kale
BroT07.C01g37730.1	841266	4	41418549.0	41420433.0	AT3G21320.1	69.120	None	BroT22.C01g37020.1	100.000	NO	YES	kohlrabi
BroT24.C01g35450.1	841266	7	38792886.0	38794769.0	AT3G21320.1	68.761	None	BroT22.C01g37020.1	98.069	NO	YES	broccoli
bro1G04114.1	841266	2	39468384.0	39470986.0	AT3G21320.1	68.761	None	BroT22.C01g37020.1	98.069	NO	YES	broccoli
BroT12.C01g38270.1	841266	9	42481016.0	42482899.0	AT3G21320.1	68.941	None	BroT22.C01g37020.1	98.263	NO	YES	lacinato kale
BroT19.C01g37110.1	841266	8	42363587.0	42365470.0	AT3G21320.1	68.941	None	BroT22.C01g37020.1	98.263	NO	YES	chinese kale
BroT02.C01g37040.1	841266	3	41780314.0	41782197.0	AT3G21320.1	68.761	None	BroT22.C01g37020.1	98.069	NO	YES	flat cabbage
