Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
BroT02.C07g50000.1	837383	3	55297033.0	55299795.0	AT4G30200.2	69.499	vernalization5/VIN3-like 1	BroT22.C07g49720.1	99.376	YES	NO	flat cabbage
BroT22.C07g49720.1	837383	15	55932239.0	55934998.0	AT4G30200.2	69.499	vernalization5/VIN3-like 1	BroT22.C07g49720.1	100.000	YES	NO	cauliflower
rna-XM_013743220.1	837383	1	45355028.0	45358245.0	AT4G30200.2	69.499	vernalization5/VIN3-like 1	BroT22.C07g49720.1	100.000	YES	NO	wild cabbage
BroT12.C07g50870.1	837383	9	57708354.0	57711112.0	AT4G30200.2	69.499	vernalization5/VIN3-like 1	BroT22.C07g49720.1	99.376	YES	NO	lacinato kale
BroT08.C01g08660.1	839067	11	5092275.0	5095417.0	AT4G30200.2	73.859	vernalization5/VIN3-like 1	BroT22.C01g08580.1	98.182	YES	NO	brussels sprouts
BroT13.C01g08800.1	839067	5	5132672.0	5135805.0	AT4G30200.2	75.417	vernalization5/VIN3-like 1	BroT22.C01g08580.1	98.485	YES	NO	tree kale
BroT06.C01g08600.1	839067	6	5081322.0	5084480.0	AT4G30200.2	75.519	vernalization5/VIN3-like 1	BroT22.C01g08580.1	98.033	YES	NO	round cabbage
BroT17.C01g08620.1	839067	12	4858802.0	4861944.0	AT4G30200.2	75.242	vernalization5/VIN3-like 1	BroT22.C01g08580.1	99.848	YES	NO	collard greens
BroT22.C01g08580.1	839067	15	4941619.0	4944761.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	cauliflower
BolO_1g08330.2	839067	14	4527402.0	4531101.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	wild cabbage
BroT21.C01g08440.1	839067	13	10101202.0	10104344.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	cauliflower
BroT10.C01g08620.1	839067	10	4907930.0	4911072.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	wild cabbage
BroT12.C01g08860.1	839067	9	5048833.0	5051975.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	lacinato kale
BroT19.C01g08600.1	839067	8	4960752.0	4963894.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	chinese kale
BroT24.C01g08470.1	839067	7	4842162.0	4845304.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	broccoli
BroT07.C01g08650.1	839067	4	4996620.0	4999762.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	kohlrabi
BroT02.C01g08710.1	839067	3	4937799.0	4940941.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	flat cabbage
bro1G00867.1	839067	2	5797483.0	5801213.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	broccoli
rna-XM_013748393.1	839067	1	4650193.0	4653874.0	AT4G30200.2	75.104	vernalization5/VIN3-like 1	BroT22.C01g08580.1	100.000	YES	NO	wild cabbage
BroT17.C03g77570.1	852713	12	73364625.0	73367260.0	AT4G30200.2	74.028	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.087	YES	YES	collard greens
BroT19.C03g76850.1	852713	8	73096678.0	73099279.0	AT4G30200.2	73.889	vernalization5/VIN3-like 1	BroT22.C03g77730.1	98.935	YES	NO	chinese kale
BroT02.C03g76230.1	852713	3	73391964.0	73394565.0	AT4G30200.2	73.889	vernalization5/VIN3-like 1	BroT22.C03g77730.1	98.935	YES	NO	flat cabbage
rna-XM_013773997.1	852713	1	61641756.0	61644816.0	AT4G30200.2	73.889	vernalization5/VIN3-like 1	BroT22.C03g77730.1	98.935	YES	NO	wild cabbage
BroT22.C03g77730.1	852713	15	74767556.0	74770156.0	AT4G30200.2	74.028	vernalization5/VIN3-like 1	BroT22.C03g77730.1	100.000	YES	YES	cauliflower
BroT21.C03g74420.1	852713	13	70811259.0	70813860.0	AT4G30200.2	74.028	vernalization5/VIN3-like 1	BroT22.C03g77730.1	100.000	YES	YES	cauliflower
BroT12.C03g78050.1	852713	9	74909927.0	74912528.0	AT4G30200.2	74.028	vernalization5/VIN3-like 1	BroT22.C03g77730.1	100.000	YES	YES	lacinato kale
BroT08.C03g76400.1	852713	11	73292687.0	73295321.0	AT4G30200.2	74.167	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.543	YES	YES	brussels sprouts
BroT10.C03g77160.1	852713	10	77617562.0	77620196.0	AT4G30200.2	74.167	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.543	YES	YES	wild cabbage
BroT24.C03g73750.1	852713	7	70238637.0	70241271.0	AT4G30200.2	74.167	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.543	YES	YES	broccoli
BroT06.C03g73490.1	852713	6	69688960.0	69691595.0	AT4G30200.2	74.167	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.543	YES	YES	round cabbage
BroT07.C03g77490.1	852713	4	73249636.0	73252270.0	AT4G30200.2	74.167	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.543	YES	YES	kohlrabi
bro3G05094.1	852713	2	49440322.0	49443472.0	AT4G30200.2	74.167	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.543	YES	YES	broccoli
BroT13.C03g76350.1	852713	5	72864403.0	72867004.0	AT4G30200.2	74.028	vernalization5/VIN3-like 1	BroT22.C03g77730.1	99.696	YES	YES	tree kale
BolO_3g87530.1	852713	14	72520024.0	72522596.0	AT4G30200.2	73.611	vernalization5/VIN3-like 1	BroT22.C03g77730.1	98.326	YES	NO	wild cabbage
BroT17.C03g77790.1	852713	12	73658195.0	73660830.0	AT4G30200.2	73.889	vernalization5/VIN3-like 1	BroT22.C03g77730.1	98.478	YES	YES	collard greens
