Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
BroT21.C09g07270.1	815696	13	63855664.0	63859819.0	AT5G23260.4	75.502	TRANSPARENT TESTA16	BroT22.C09g06890.1	100.000	NO	NO	cauliflower
BroT22.C09g06890.1	815696	15	58965673.0	58969828.0	AT5G23260.4	75.502	TRANSPARENT TESTA16	BroT22.C09g06890.1	100.000	NO	NO	cauliflower
BroT07.C07g28140.1	818490	4	59258759.0	59262915.0	AT2G03710.1	77.041	SEPALLATA 4	BroT22.C07g28260.1	98.964	NO	NO	kohlrabi
bro5G06970.1	856037	2	64665288.0	64673426.0	AT2G45650.1	71.765	AGAMOUS-like 6	BroT22.C04g06510.1	71.765	NO	NO	broccoli
BroT07.C03g07970.1	821510	4	61757541.0	61761817.0	AT5G15800.2	86.070	SEPALLATA1	BroT22.C03g08230.1	100.000	NO	NO	kohlrabi
BroT06.C09g54370.1	822208	6	51033814.0	51062348.0	AT5G10130.1	80.165	Pollen Ole e 1 allergen and extensin family protein	BroT22.C09g53780.1	96.694	NO	NO	round cabbage
BroT02.C03g63300.1	794179	3	64629709.0	64633718.0	AT1G26310.1	93.443	CAULIFLOWER	BroT22.C06g30480.1	52.941	NO	NO	flat cabbage
BroT12.C02g56150.1	814366	9	61217501.0	61225894.0	AT5G65060.1	77.143	MADS AFFECTING FLOWERING 3	BroT22.C02g53940.1	80.952	NO	NO	lacinato kale
BroT02.C02g54840.1	814366	3	62551864.0	62556327.0	AT5G65060.1	77.143	MADS AFFECTING FLOWERING 3	BroT22.C02g53940.1	80.952	NO	NO	flat cabbage
BroT13.C02g55930.1	814366	5	60528585.0	60532602.0	AT5G65060.1	77.143	MADS AFFECTING FLOWERING 3	BroT22.C02g53940.1	80.952	NO	NO	tree kale
BroT07.C05g56310.1	814033	4	63825037.0	63829053.0	AT3G02310.1	90.426	SEPALLATA 2	BroT22.C01g50970.1	92.632	NO	NO	kohlrabi
BroT13.C09g55460.1	822206	5	58935004.0	58939021.0	AT5G10130.1	64.789	Pollen Ole e 1 allergen and extensin family protein	BroT22.C09g53750.1	100.000	NO	NO	tree kale
BroT08.C09g55730.1	822206	11	59228080.0	59232097.0	AT5G10130.1	64.789	Pollen Ole e 1 allergen and extensin family protein	BroT22.C09g53750.1	100.000	NO	NO	brussels sprouts
BroT24.C09g53610.1	822206	7	61182149.0	61186135.0	AT5G10130.1	64.789	Pollen Ole e 1 allergen and extensin family protein	BroT22.C09g53750.1	100.000	NO	NO	broccoli
BroT22.C09g53750.1	822206	15	62869994.0	62874010.0	AT5G10130.1	64.789	Pollen Ole e 1 allergen and extensin family protein	BroT22.C09g53750.1	100.000	NO	NO	cauliflower
BroT12.C09g56460.1	822206	9	61808235.0	61822128.0	AT5G10130.1	64.789	Pollen Ole e 1 allergen and extensin family protein	BroT22.C09g53750.1	100.000	NO	NO	lacinato kale
BroT12.C09g27140.1	818492	9	60546251.0	60553290.0	AT2G03710.1	77.073	SEPALLATA 4	BroT22.C09g25380.1	97.059	NO	NO	lacinato kale
BroT07.C09g26200.1	818492	4	59522045.0	59529084.0	AT2G03710.1	79.082	SEPALLATA 4	BroT22.C09g25380.1	100.000	NO	NO	kohlrabi
BroT24.C02g47990.1	832066	7	59245735.0	59252774.0	AT3G30260.1	73.158	AGAMOUS-like 79	BroT22.C02g47260.1	100.000	NO	NO	broccoli
BolO_2g57890.1	832066	14	51011260.0	51016359.0	AT3G30260.1	72.105	AGAMOUS-like 79	BroT22.C02g47260.1	98.396	NO	NO	wild cabbage
BroT07.C03g54050.1	814362	4	63873701.0	63881391.0	AT5G65050.3	82.812	AGAMOUS-like 31	BroT22.C03g53980.1	100.000	NO	NO	kohlrabi
BolO_3g58390.1	814362	14	61714164.0	61750522.0	AT5G65070.3	64.062	MADS AFFECTING FLOWERING 4	BroT22.C03g53940.1	87.395	NO	NO	wild cabbage
BroT21.C03g52340.1	814362	13	64653332.0	64659625.0	AT5G65050.3	87.097	AGAMOUS-like 31	BroT22.C03g53980.1	81.421	NO	NO	cauliflower
BroT19.C03g53610.1	814362	8	61785700.0	61793774.0	AT5G65050.3	87.097	AGAMOUS-like 31	BroT22.C03g53980.1	100.000	NO	NO	chinese kale
BroT10.C03g54200.1	814362	10	62900697.0	62908924.0	AT5G65070.3	82.258	MADS AFFECTING FLOWERING 4	BroT22.C03g53980.1	95.161	NO	NO	wild cabbage
BroT12.C03g54800.1	814362	9	61205611.0	61211881.0	AT5G65070.3	82.258	MADS AFFECTING FLOWERING 4	BroT22.C03g53980.1	95.161	NO	NO	lacinato kale
BroT06.C03g52000.1	814362	6	64214827.0	64219017.0	AT5G65050.3	82.812	AGAMOUS-like 31	BroT22.C03g53980.1	100.000	NO	NO	round cabbage
BroT22.C03g53980.1	814362	15	62521495.0	62526260.0	AT5G65050.3	82.812	AGAMOUS-like 31	BroT22.C03g53980.1	100.000	NO	NO	cauliflower
BroT06.C03g51990.1	814367	6	64196671.0	64208844.0	AT1G77080.8	53.333	MADS AFFECTING FLOWERING 1	BroT22.C03g53970.1	100.000	NO	NO	round cabbage
BroT24.C03g51970.1	814367	7	2258945.0	2265808.0	AT1G77080.8	53.333	MADS AFFECTING FLOWERING 1	BroT22.C03g53970.1	100.000	NO	NO	broccoli
BroT22.C03g53970.1	814367	15	2681963.0	2688814.0	AT1G77080.8	53.333	MADS AFFECTING FLOWERING 1	BroT22.C03g53970.1	100.000	NO	NO	cauliflower
BroT02.C03g16400.1	848919	3	2337777.0	2344628.0	AT5G51870.3	67.580	AGAMOUS-like 71	BroT22.C03g16740.1	92.694	NO	NO	flat cabbage
BroT12.C02g56020.1	814363	9	2148435.0	2155292.0	AT5G65060.1	63.433	MADS AFFECTING FLOWERING 3	BroT22.C02g53900.1	89.256	NO	YES	lacinato kale
BroT07.C03g17630.1	883373	4	61824899.0	61837128.0	AT5G10140.1	68.817	FLOWERING LOCUS C	BroT22.C03g04930.1	70.652	NO	NO	kohlrabi
BroT22.C04g26460.1	845118	15	2434613.0	2441607.0	AT3G61120.1	65.306	AGAMOUS-like 13	BroT22.C04g26460.1	100.000	NO	NO	cauliflower
bro4G03036.1	845118	2	2500847.0	2507841.0	AT3G61120.1	65.401	AGAMOUS-like 13	BroT22.C04g26460.1	100.000	NO	NO	broccoli
BroT10.C08g34330.1	803622	10	2359958.0	2366952.0	AT3G57390.1	75.127	AGAMOUS-like 18	BroT22.C08g34330.1	97.436	NO	NO	wild cabbage
BroT07.C03g17620.1	856344	4	2659664.0	2666658.0	AT5G10140.1	87.500	FLOWERING LOCUS C	BroT22.C09g53740.1	85.938	NO	NO	kohlrabi
BolO_2g04290.1	862403	14	64687168.0	64695105.0	AT5G10130.1	82.927	Pollen Ole e 1 allergen and extensin family protein	BroT22.C02g03650.1	98.795	NO	NO	wild cabbage
BroT06.C09g29670.1	814347	6	60631391.0	60669583.0	AT4G09960.4	82.778	SEEDSTICK	BroT22.C07g22130.1	97.701	NO	NO	round cabbage
BroT07.C09g30880.1	814347	4	64183399.0	64192432.0	AT4G09960.4	79.581	SEEDSTICK	BroT22.C07g22130.1	91.878	NO	NO	kohlrabi
BolO_9g35720.1	814347	14	49750154.0	49760640.0	AT4G09960.4	95.070	SEEDSTICK	BroT22.C07g22130.1	97.531	NO	NO	wild cabbage
rna-XM_013758955.1	814347	1	69335220.0	69341970.0	AT4G09960.4	95.122	SEEDSTICK	BroT22.C01g12260.1	81.967	NO	NO	wild cabbage
BroT08.C09g30520.1	814347	11	63125572.0	63129501.0	AT4G09960.4	82.778	SEEDSTICK	BroT22.C07g22130.1	97.701	NO	NO	brussels sprouts
BroT17.C09g31950.1	814347	12	65826596.0	65830451.0	AT4G09960.4	84.571	SEEDSTICK	BroT22.C07g22130.1	100.000	NO	NO	collard greens
BroT24.C09g29360.1	814347	7	63304892.0	63309099.0	AT4G09960.4	80.105	SEEDSTICK	BroT22.C07g22130.1	92.386	NO	NO	broccoli
BroT08.C09g30760.1	814347	11	68464932.0	68468788.0	AT4G09960.4	78.481	SEEDSTICK	BroT22.C07g22130.1	89.759	NO	NO	brussels sprouts
BroT06.C09g29900.1	814347	6	9834553.0	9840998.0	AT4G09960.4	85.143	SEEDSTICK	BroT22.C07g22130.1	98.214	NO	NO	round cabbage
BroT10.C09g30830.1	814347	10	68998484.0	69010551.0	AT4G09960.4	82.778	SEEDSTICK	BroT22.C07g22130.1	98.276	NO	NO	wild cabbage
BroT12.C09g31670.1	814347	9	69204282.0	69216315.0	AT4G09960.4	85.714	SEEDSTICK	BroT22.C07g22130.1	98.225	NO	NO	lacinato kale
bro9G03477.1	814347	2	63067654.0	63079833.0	AT4G09960.4	85.143	SEEDSTICK	BroT22.C07g22130.1	92.778	NO	NO	broccoli
bro9G03541.1	814347	2	65718549.0	65730659.0	AT4G09960.4	83.333	SEEDSTICK	BroT22.C07g22130.1	94.271	NO	NO	broccoli
rna-XM_013757065.1	814347	1	63247131.0	63259511.0	AT4G09960.4	84.091	SEEDSTICK	BroT22.C07g22130.1	100.000	NO	NO	wild cabbage
BolO_9g35990.1	814347	14	2382295.0	2389134.0	AT4G09960.4	85.143	SEEDSTICK	BroT22.C07g22130.1	97.633	NO	NO	wild cabbage
BroT19.C09g30670.1	814347	8	62689467.0	62693347.0	AT4G09960.4	84.000	SEEDSTICK	BroT22.C07g22130.1	92.391	NO	NO	chinese kale
BroT07.C09g30630.1	814347	4	66961048.0	66966111.0	AT4G09960.4	79.058	SEEDSTICK	BroT22.C07g22130.1	93.401	NO	NO	kohlrabi
BroT21.C09g29570.1	814347	13	69078633.0	69083696.0	AT4G09960.4	82.400	SEEDSTICK	BroT22.C07g22130.1	100.000	NO	NO	cauliflower
BroT22.C07g22130.1	814347	15	69346654.0	69350439.0	AT4G09960.4	82.123	SEEDSTICK	BroT22.C07g22130.1	100.000	NO	NO	cauliflower
BroT10.C09g30530.1	814347	10	39816245.0	39826273.0	AT4G09960.4	82.778	SEEDSTICK	BroT22.C07g22130.1	98.276	NO	NO	wild cabbage
BroT12.C09g31390.1	814347	9	40732504.0	40742532.0	AT4G09960.4	82.386	SEEDSTICK	BroT22.C07g22130.1	98.225	NO	NO	lacinato kale
BroT02.C09g31280.1	814347	3	18960184.0	18970845.0	AT4G09960.4	82.386	SEEDSTICK	BroT22.C07g22130.1	98.225	NO	NO	flat cabbage
BroT12.C09g31370.1	814347	9	59514554.0	59526621.0	AT4G09960.4	81.600	SEEDSTICK	BroT22.C07g22130.1	99.160	NO	NO	lacinato kale
BroT24.C09g29120.1	814347	7	9733857.0	9740302.0	AT4G09960.4	84.659	SEEDSTICK	BroT22.C07g22130.1	97.633	NO	NO	broccoli
BroT02.C09g31260.1	814347	3	9525114.0	9531561.0	AT4G09960.4	83.429	SEEDSTICK	BroT22.C07g22130.1	98.810	NO	NO	flat cabbage
BroT12.C03g16780.1	796387	9	9428424.0	9434869.0	AT5G51860.1	81.429	AGAMOUS-like 72	BroT22.C03g16750.1	98.020	NO	YES	lacinato kale
BroT17.C03g16630.1	796387	12	9862727.0	9869172.0	AT5G51860.1	81.429	AGAMOUS-like 72	BroT22.C03g16750.1	99.505	NO	YES	collard greens
rna-XM_013758879.1	796387	1	9625008.0	9631453.0	AT5G51860.1	80.000	AGAMOUS-like 72	BroT22.C03g16750.1	96.040	NO	YES	wild cabbage
BroT07.C09g55410.1	822209	4	9649582.0	9656027.0	AT5G10130.1	69.620	Pollen Ole e 1 allergen and extensin family protein	BroT22.C09g53760.1	80.526	NO	NO	kohlrabi
