Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
BroT08.C04g17710.1	827648	11	16555033.0	16557883.0	AT1G65480.2	82.184	FLOWERING LOCUS T	BroT22.C02g20180.1	82.286	YES	YES	brussels sprouts
BroT17.C04g18890.1	827648	12	18425824.0	18428731.0	AT1G65480.2	82.184	FLOWERING LOCUS T	BroT22.C02g20180.1	81.714	YES	YES	collard greens
BroT19.C04g18030.1	827648	8	16620257.0	16623167.0	AT1G65480.2	81.609	FLOWERING LOCUS T	BroT22.C02g20180.1	81.143	YES	YES	chinese kale
rna-XM_013779880.1	827648	1	13595616.0	13598533.0	AT1G65480.2	81.609	FLOWERING LOCUS T	BroT22.C02g20180.1	81.143	YES	YES	wild cabbage
BroT12.C04g17930.1	827648	9	16709571.0	16712456.0	AT4G20370.1	77.143	TWIN SISTER OF FT	BroT22.C02g20180.1	76.571	YES	YES	lacinato kale
bro4G01940.1	827648	2	15116471.0	15119356.0	AT4G20370.1	77.714	TWIN SISTER OF FT	BroT22.C02g20180.1	76.571	YES	YES	broccoli
BroT17.C02g31290.1	875302	12	30991444.0	30993166.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	collard greens
BroT08.C02g30480.1	875302	11	29229759.0	29231481.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	brussels sprouts
BroT12.C02g30210.1	875302	9	28748407.0	28750129.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	lacinato kale
BroT19.C02g30380.1	875302	8	28764220.0	28765942.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	chinese kale
BroT06.C02g29650.1	875302	6	29802993.0	29804715.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	round cabbage
BroT13.C02g30630.1	875302	5	30353559.0	30355281.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	tree kale
BroT07.C02g30700.1	875302	4	29473705.0	29475427.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	kohlrabi
BroT02.C02g30340.1	875302	3	28713164.0	28714886.0	AT4G20370.1	67.327	TWIN SISTER OF FT	BroT22.C02g20180.1	66.337	YES	YES	flat cabbage
BolO_4g19990.1	827648	14	16054841.0	16057727.0	AT4G20370.1	75.429	TWIN SISTER OF FT	BroT22.C02g20180.1	74.286	YES	YES	wild cabbage
BroT13.C04g17710.1	827648	5	16853332.0	16856217.0	AT4G20370.1	75.429	TWIN SISTER OF FT	BroT22.C02g20180.1	74.286	YES	YES	tree kale
BroT02.C04g17710.1	827648	3	16542147.0	16545033.0	AT4G20370.1	75.429	TWIN SISTER OF FT	BroT22.C02g20180.1	74.286	YES	YES	flat cabbage
BroT12.C06g43660.1	827648	9	45579510.0	45581098.0	AT1G65480.2	82.443	FLOWERING LOCUS T	BroT22.C02g20180.1	79.389	YES	YES	lacinato kale
rna-XM_013759265.1	794629	1	21249.0	23439.0	AT4G20370.1	59.361	TWIN SISTER OF FT	BroT22.C02g20180.1	57.991	YES	YES	wild cabbage
BroT06.C06g41380.1	827649	6	47628362.0	47630107.0	AT4G20370.1	78.205	TWIN SISTER OF FT	BroT22.C06g42150.1	91.156	YES	YES	round cabbage
BroT22.C06g42150.1	827650	15	48883168.0	48885212.0	AT1G65480.2	78.667	FLOWERING LOCUS T	BroT22.C06g42150.1	100.000	YES	YES	cauliflower
BroT21.C06g41960.1	827650	13	44707656.0	44709700.0	AT1G65480.2	78.667	FLOWERING LOCUS T	BroT22.C06g42150.1	100.000	YES	YES	cauliflower
BroT24.C06g41250.1	827650	7	45523998.0	45526042.0	AT1G65480.2	78.667	FLOWERING LOCUS T	BroT22.C06g42150.1	100.000	YES	YES	broccoli
BroT13.C06g42140.1	827650	5	48928970.0	48931014.0	AT1G65480.2	78.667	FLOWERING LOCUS T	BroT22.C06g42150.1	100.000	YES	YES	tree kale
rna-XM_013737271.1	827649	1	38244435.0	38246725.0	AT1G65480.2	78.667	FLOWERING LOCUS T	BroT22.C06g42150.1	100.000	YES	YES	wild cabbage
BroT02.C06g42390.1	827649	3	47944561.0	47948401.0	AT1G65480.2	77.564	FLOWERING LOCUS T	BroT22.C06g42150.1	91.156	YES	YES	flat cabbage
BroT17.C03g57120.1	851415	12	44300861.0	44301798.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	collard greens
BroT12.C03g58130.1	851415	9	43933817.0	43934754.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	lacinato kale
BolO_3g62510.1	851415	14	41523889.0	41524830.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	wild cabbage
BroT19.C03g57080.1	851415	8	43500886.0	43501823.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	chinese kale
BroT13.C03g56640.1	851415	5	43294705.0	43295646.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	tree kale
bro3G02626.1	851415	2	22107705.0	22108736.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	broccoli
BroT22.C03g57330.1	851415	15	43453356.0	43454207.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	cauliflower
BroT21.C03g55540.1	851415	13	43102357.0	43103208.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	cauliflower
BroT08.C03g56580.1	851415	11	42937747.0	42938598.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	brussels sprouts
BroT10.C03g57710.1	851415	10	43115475.0	43116326.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	wild cabbage
BroT24.C03g55230.1	851415	7	42694084.0	42694935.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	broccoli
BroT06.C03g55130.1	851415	6	43070229.0	43071080.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	round cabbage
BroT07.C03g57510.1	851415	4	43697156.0	43698007.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	kohlrabi
BroT02.C03g56960.1	851415	3	43369831.0	43370682.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	flat cabbage
rna-XM_013766399.1	851415	1	38559226.0	38560306.0	AT5G62040.1	89.831	brother of FT and TFL1	BroT22.C03g57330.1	100.000	YES	YES	wild cabbage
BolO_4g22930.1	844744	14	18940247.0	18941787.0	AT2G27550.1	92.000	centroradialis	BroT22.C04g19990.1	97.110	YES	YES	wild cabbage
BroT10.C04g20390.1	844744	10	19464699.0	19466239.0	AT2G27550.1	92.000	centroradialis	BroT22.C04g19990.1	97.110	YES	YES	wild cabbage
BroT13.C02g01450.1	828094	5	1038840.0	1039957.0	AT5G03840.1	88.268	TERMINAL FLOWER 1	BroT22.C02g01300.1	99.441	YES	YES	tree kale
BroT07.C02g01620.1	828094	4	1267691.0	1268808.0	AT5G03840.1	88.268	TERMINAL FLOWER 1	BroT22.C02g01300.1	99.441	YES	YES	kohlrabi
BroT21.C04g16110.1	844744	13	15949870.0	15951412.0	AT2G27550.1	92.571	centroradialis	BroT22.C04g19990.1	98.266	YES	YES	cauliflower
BroT08.C04g20040.1	844744	11	19382377.0	19383919.0	AT2G27550.1	92.571	centroradialis	BroT22.C04g19990.1	98.266	YES	YES	brussels sprouts
BroT12.C04g20430.1	844744	9	19746181.0	19747723.0	AT2G27550.1	92.571	centroradialis	BroT22.C04g19990.1	98.266	YES	YES	lacinato kale
BroT19.C04g20220.1	844744	8	19691890.0	19693432.0	AT2G27550.1	92.571	centroradialis	BroT22.C04g19990.1	98.266	YES	YES	chinese kale
BroT06.C04g19170.1	844744	6	19361022.0	19362564.0	AT2G27550.1	92.571	centroradialis	BroT22.C04g19990.1	98.266	YES	YES	round cabbage
BroT02.C04g19960.1	844744	3	19411882.0	19413424.0	AT2G27550.1	92.571	centroradialis	BroT22.C04g19990.1	98.266	YES	YES	flat cabbage
rna-XM_013779776.1	844744	1	16002153.0	16004069.0	AT2G27550.1	92.571	centroradialis	BroT22.C04g19990.1	98.266	YES	YES	wild cabbage
BroT12.C02g01330.1	828094	9	912791.0	913869.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	97.765	YES	YES	lacinato kale
BroT02.C02g01070.1	828094	3	805674.0	806752.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	97.765	YES	YES	flat cabbage
bro2G00144.1	828094	2	2079995.0	2081073.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	97.765	YES	YES	broccoli
BroT22.C02g01300.1	828094	15	1088950.0	1090064.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	100.000	YES	YES	cauliflower
BroT21.C02g01510.1	828094	13	1077251.0	1078365.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	100.000	YES	YES	cauliflower
BroT17.C02g01530.1	828094	12	1067676.0	1068790.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	100.000	YES	YES	collard greens
BroT24.C02g01710.1	828094	7	1235354.0	1236468.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	100.000	YES	YES	broccoli
BroT06.C02g01560.1	828094	6	1206669.0	1207783.0	AT5G03840.1	88.827	TERMINAL FLOWER 1	BroT22.C02g01300.1	100.000	YES	YES	round cabbage
BroT17.C04g21060.1	844744	12	21448397.0	21449943.0	AT2G27550.1	93.143	centroradialis	BroT22.C04g19990.1	98.844	YES	YES	collard greens
BroT24.C04g19210.1	844744	7	18675324.0	18676871.0	AT2G27550.1	93.143	centroradialis	BroT22.C04g19990.1	98.844	YES	YES	broccoli
BroT13.C04g19900.1	844744	5	19809407.0	19810954.0	AT2G27550.1	93.143	centroradialis	BroT22.C04g19990.1	98.844	YES	YES	tree kale
BroT07.C04g19880.1	844744	4	19391781.0	19393328.0	AT2G27550.1	93.143	centroradialis	BroT22.C04g19990.1	98.844	YES	YES	kohlrabi
bro4G02198.1	844744	2	17896638.0	17898185.0	AT2G27550.1	93.143	centroradialis	BroT22.C04g19990.1	98.844	YES	YES	broccoli
BolO_2g01620.1	828094	14	1065932.0	1067050.0	AT5G03840.1	89.385	TERMINAL FLOWER 1	BroT22.C02g01300.1	98.324	YES	YES	wild cabbage
BroT12.C03g28610.1	844744	9	17951643.0	17955366.0	AT2G27550.1	93.714	centroradialis	BroT22.C03g28410.1	97.714	YES	YES	lacinato kale
BroT19.C03g28130.1	844744	8	17913109.0	17916832.0	AT2G27550.1	93.714	centroradialis	BroT22.C03g28410.1	97.714	YES	YES	chinese kale
BroT24.C03g27400.1	844744	7	17419274.0	17422997.0	AT2G27550.1	93.714	centroradialis	BroT22.C03g28410.1	97.714	YES	YES	broccoli
bro5G06815.1	844744	2	61489807.0	61493530.0	AT2G27550.1	93.714	centroradialis	BroT22.C03g28410.1	97.714	YES	YES	broccoli
rna-XM_013771820.1	844744	1	16625118.0	16629192.0	AT2G27550.1	93.714	centroradialis	BroT22.C03g28410.1	97.714	YES	YES	wild cabbage
BroT02.C03g28340.1	844744	3	17742318.0	17748228.0	AT2G27550.1	94.857	centroradialis	BroT22.C03g28410.1	98.857	YES	YES	flat cabbage
BroT08.C02g01830.1	828094	11	1247103.0	1248257.0	AT5G03840.1	88.268	TERMINAL FLOWER 1	BroT22.C02g01300.1	97.207	YES	YES	brussels sprouts
BroT10.C02g01540.1	828094	10	1092683.0	1093837.0	AT5G03840.1	88.268	TERMINAL FLOWER 1	BroT22.C02g01300.1	97.207	YES	YES	wild cabbage
BroT19.C02g01420.1	828094	8	1049482.0	1050636.0	AT5G03840.1	88.268	TERMINAL FLOWER 1	BroT22.C02g01300.1	97.207	YES	YES	chinese kale
rna-XM_013765654.1	828094	1	802837.0	804046.0	AT5G03840.1	88.268	TERMINAL FLOWER 1	BroT22.C02g01300.1	97.207	YES	YES	wild cabbage
BroT17.C03g28110.1	844744	12	17647223.0	17650948.0	AT2G27550.1	95.429	centroradialis	BroT22.C03g28410.1	99.429	YES	YES	collard greens
BroT08.C03g28150.1	844744	11	17358628.0	17362372.0	AT2G27550.1	95.429	centroradialis	BroT22.C03g28410.1	99.429	YES	YES	brussels sprouts
BroT10.C03g28760.1	844744	10	17671190.0	17674905.0	AT2G27550.1	95.429	centroradialis	BroT22.C03g28410.1	99.429	YES	YES	wild cabbage
BroT06.C03g27620.1	844744	6	17727202.0	17730946.0	AT2G27550.1	95.429	centroradialis	BroT22.C03g28410.1	99.429	YES	YES	round cabbage
BroT07.C03g28610.1	844744	4	17801331.0	17805075.0	AT2G27550.1	95.429	centroradialis	BroT22.C03g28410.1	99.429	YES	YES	kohlrabi
BroT17.C03g01560.1	828095	12	753134.0	754200.0	AT5G03840.1	95.480	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	collard greens
BroT22.C04g46560.1	844744	15	57718711.0	57720503.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	cauliflower
BolO_0g03490.1	844744	14	881087.0	882878.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	wild cabbage
BroT21.C04g41670.1	844744	13	50732514.0	50734306.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	cauliflower
BroT17.C04g49580.1	844744	12	60769148.0	60770929.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	collard greens
BroT08.C04g46510.1	844744	11	58412705.0	58414488.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	brussels sprouts
BroT12.C04g47910.1	844744	9	58248434.0	58250195.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	lacinato kale
BroT19.C04g46850.1	844744	8	58147994.0	58149785.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	chinese kale
BroT24.C04g44910.1	844744	7	53660997.0	53662789.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	broccoli
BroT06.C04g44890.1	844744	6	54475258.0	54477049.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	round cabbage
BroT13.C04g46480.1	844744	5	57507920.0	57509712.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	tree kale
BroT07.C04g46660.1	844744	4	53762985.0	53764776.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	kohlrabi
BroT02.C04g46030.1	844744	3	55769774.0	55771556.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	flat cabbage
bro4G05433.1	844744	2	54966620.0	54968412.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	broccoli
BroT22.C03g01540.1	828095	15	758018.0	759072.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	cauliflower
BroT21.C03g01570.1	828095	13	774501.0	775555.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	cauliflower
BroT08.C03g01570.1	828095	11	772304.0	773359.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	brussels sprouts
BroT10.C03g02090.1	828095	10	1035296.0	1036350.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	wild cabbage
BroT12.C03g01590.1	828095	9	779474.0	780528.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	lacinato kale
BroT19.C03g01650.1	828095	8	813865.0	814920.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	chinese kale
BroT24.C03g01560.1	828095	7	799392.0	800446.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	broccoli
BroT06.C03g01560.1	828095	6	812780.0	813834.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	round cabbage
BroT13.C03g01620.1	828095	5	785778.0	786832.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	tree kale
BroT07.C03g01650.1	828095	4	816564.0	817619.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	kohlrabi
BroT02.C03g01660.1	828095	3	825463.0	826517.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	flat cabbage
bro5G09597.1	828095	2	78235761.0	78236815.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	broccoli
rna-XM_013758997.1	828095	1	25417.0	26664.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	wild cabbage
BroT22.C03g28410.1	844744	15	17734546.0	17738326.0	AT2G27550.1	96.000	centroradialis	BroT22.C03g28410.1	100.000	YES	YES	cauliflower
BroT21.C03g28010.1	844744	13	17827354.0	17831131.0	AT2G27550.1	96.000	centroradialis	BroT22.C03g28410.1	100.000	YES	YES	cauliflower
BroT13.C03g28460.1	844744	5	18108106.0	18111846.0	AT2G27550.1	96.000	centroradialis	BroT22.C03g28410.1	100.000	YES	YES	tree kale
BroT10.C04g47300.1	844744	10	60369629.0	60371410.0	AT2G27550.1	94.286	centroradialis	BroT22.C04g46560.1	99.429	YES	YES	wild cabbage
rna-XM_013779638.1	844744	1	44021319.0	44023393.0	AT2G27550.1	94.286	centroradialis	BroT22.C04g46560.1	99.429	YES	YES	wild cabbage
BroT22.C04g19990.1	844744	15	19893300.0	19894841.0	AT2G27550.1	92.486	centroradialis	BroT22.C04g19990.1	100.000	YES	YES	cauliflower
BroT22.C09g58950.1	822934	15	63339751.0	63340830.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	cauliflower
BolO_9g71100.1	822934	14	65290017.0	65291250.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	wild cabbage
BroT21.C09g59790.1	822934	13	62325175.0	62326242.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	cauliflower
BroT17.C09g63590.1	822934	12	67071406.0	67072475.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	collard greens
BroT08.C09g60910.1	822934	11	66545430.0	66546501.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	brussels sprouts
BroT10.C09g61630.1	822934	10	67555267.0	67556340.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	wild cabbage
BroT19.C09g59970.1	822934	8	66709818.0	66710891.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	chinese kale
BroT06.C09g59350.1	822934	6	64572589.0	64573662.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	round cabbage
BroT13.C09g60530.1	822934	5	63994098.0	63995168.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	tree kale
BroT07.C09g60780.1	822934	4	63548284.0	63549355.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	kohlrabi
BroT02.C09g61620.1	822934	3	64723918.0	64724989.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	flat cabbage
bro9G06950.1	822934	2	65658147.0	65659214.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	broccoli
rna-XM_013754915.1	822934	1	53703584.0	53704817.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	wild cabbage
BroT12.C09g61910.1	822934	9	61753691.0	61754759.0	AT5G03840.1	86.517	TERMINAL FLOWER 1	BroT22.C09g58950.1	99.438	YES	YES	lacinato kale
BroT24.C09g58810.1	822934	7	61988384.0	61989452.0	AT5G03840.1	86.517	TERMINAL FLOWER 1	BroT22.C09g58950.1	99.438	YES	YES	broccoli
BroT22.C04g17760.1	827651	15	16986872.0	16989638.0	AT1G65480.2	80.000	FLOWERING LOCUS T	BroT22.C04g17760.1	100.000	YES	YES	cauliflower
BroT21.C04g14000.1	827651	13	13138241.0	13141004.0	AT1G65480.2	80.000	FLOWERING LOCUS T	BroT22.C04g17760.1	100.000	YES	YES	cauliflower
BroT07.C04g17530.1	827651	4	16359248.0	16362016.0	AT1G65480.2	80.000	FLOWERING LOCUS T	BroT22.C04g17760.1	100.000	YES	YES	kohlrabi
BolO_3g31350.1	844744	14	17328799.0	17332543.0	AT2G27550.1	83.920	centroradialis	BroT22.C03g28410.1	87.437	YES	YES	wild cabbage
BroT22.C08g43730.1	805293	15	47439263.0	47440994.0	AT1G18100.1	95.376	E12A11	BroT22.C08g43730.1	100.000	YES	YES	cauliflower
BolO_8g50580.1	805293	14	46475065.0	46476794.0	AT1G18100.1	95.376	E12A11	BroT22.C08g43730.1	100.000	YES	YES	wild cabbage
