Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
caul4G00618.1	35090639	1	5090249.0	5092079.0	AT2G45650.1	88.095	AGAMOUS-like 6	BroT22.C04g06510.1	100.000	YES	YES	cauliflower
BroT22.C01g12260.1	35090639	4	8001688.0	8005828.0	AT4G18960.1	94.821	AGAMOUS	BroT22.C01g12260.1	100.000	YES	YES	cauliflower
BroT21.C01g11980.1	35090639	3	13083024.0	13087164.0	AT4G18960.1	94.821	AGAMOUS	BroT22.C01g12260.1	100.000	YES	YES	cauliflower
caul1G01225.1	35090639	1	7692483.0	7696623.0	AT4G18960.1	94.821	AGAMOUS	BroT22.C01g12260.1	100.000	YES	YES	cauliflower
BroT25.C01g12200.1	35090639	2	7957840.0	7961982.0	AT4G18960.1	94.422	AGAMOUS	BroT22.C01g12260.1	99.603	YES	YES	cauliflower
BroT21.C07g45470.1	35090639	3	49738139.0	49740420.0	AT5G51860.1	55.251	AGAMOUS-like 72	BroT22.C07g46880.1	99.087	YES	YES	cauliflower
caul7G04743.1	35090639	1	51224878.0	51227159.0	AT5G51860.1	55.251	AGAMOUS-like 72	BroT22.C07g46880.1	99.087	YES	YES	cauliflower
BroT22.C08g14170.1	35090639	4	25382609.0	25385183.0	AT5G51860.1	55.909	AGAMOUS-like 72	BroT22.C08g14170.1	100.000	YES	YES	cauliflower
BroT22.C04g04010.1	35090639	4	4106769.0	4109939.0	AT2G42830.2	91.165	SHATTERPROOF 2	BroT22.C04g04010.1	100.000	YES	YES	cauliflower
BroT21.C04g00550.1	35090639	3	368168.0	371336.0	AT2G42830.2	91.165	SHATTERPROOF 2	BroT22.C04g04010.1	100.000	YES	YES	cauliflower
caul4G00360.1	35090639	1	3063549.0	3066717.0	AT2G42830.2	91.165	SHATTERPROOF 2	BroT22.C04g04010.1	100.000	YES	YES	cauliflower
BroT25.C04g03700.1	35090639	2	3158741.0	3162095.0	AT2G42830.2	91.566	SHATTERPROOF 2	BroT22.C04g04010.1	99.590	YES	YES	cauliflower
BroT22.C07g38500.1	35090639	4	48736264.0	48739643.0	AT5G51860.1	53.571	AGAMOUS-like 72	BroT22.C07g38500.1	100.000	YES	YES	cauliflower
BroT21.C07g37200.1	35090639	3	44284937.0	44288316.0	AT5G51860.1	53.571	AGAMOUS-like 72	BroT22.C07g38500.1	100.000	YES	YES	cauliflower
BroT25.C07g36960.1	35090639	2	46997461.0	47000840.0	AT5G51860.1	53.571	AGAMOUS-like 72	BroT22.C07g38500.1	100.000	YES	YES	cauliflower
caul7G03877.1	35090639	1	45771676.0	45775055.0	AT5G51860.1	53.571	AGAMOUS-like 72	BroT22.C07g38500.1	100.000	YES	YES	cauliflower
BroT22.C03g71970.1	35090639	4	68280006.0	68285486.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
BroT21.C03g68760.1	35090639	3	64468804.0	64474282.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
BroT25.C03g67770.1	35090639	2	63286494.0	63291886.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
caul3G07479.1	35090639	1	65266672.0	65272150.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
BroT22.C02g51900.1	35090639	4	61105330.0	61113037.0	AT5G51860.1	55.963	AGAMOUS-like 72	BroT22.C02g51900.1	100.000	YES	YES	cauliflower
BroT21.C02g51440.1	35090639	3	57906609.0	57914316.0	AT5G51860.1	55.963	AGAMOUS-like 72	BroT22.C02g51900.1	100.000	YES	YES	cauliflower
caul2G05689.1	35090639	1	58744739.0	58752446.0	AT5G51860.1	55.963	AGAMOUS-like 72	BroT22.C02g51900.1	100.000	YES	YES	cauliflower
BroT21.C04g22220.1	35090639	3	28149520.0	28152483.0	AT3G61120.1	69.796	AGAMOUS-like 13	BroT22.C04g26460.1	94.239	YES	YES	cauliflower
BroT25.C04g25110.1	35090639	2	31559848.0	31562811.0	AT3G61120.1	69.796	AGAMOUS-like 13	BroT22.C04g26460.1	94.239	YES	YES	cauliflower
caul4G02854.1	35090639	1	31557978.0	31560941.0	AT3G61120.1	69.796	AGAMOUS-like 13	BroT22.C04g26460.1	94.239	YES	YES	cauliflower
BroT22.C02g43790.1	35090639	4	53239407.0	53241496.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
BroT21.C05g34440.1	35090639	3	33468932.0	33471021.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
BroT25.C02g43880.1	35090639	2	52110046.0	52112135.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
caul2G04778.1	35090639	1	50619597.0	50621686.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
BroT22.C01g04550.1	35090639	4	2578367.0	2581124.0	AT3G57230.1	85.892	AGAMOUS-like 16	BroT22.C01g04550.1	100.000	YES	YES	cauliflower
BroT21.C01g04510.1	35090639	3	7843496.0	7846253.0	AT3G57230.1	85.892	AGAMOUS-like 16	BroT22.C01g04550.1	100.000	YES	YES	cauliflower
BroT25.C01g04640.1	35090639	2	2604335.0	2607092.0	AT3G57230.1	85.892	AGAMOUS-like 16	BroT22.C01g04550.1	100.000	YES	YES	cauliflower
caul1G00448.1	35090639	1	2487865.0	2490622.0	AT3G57230.1	85.892	AGAMOUS-like 16	BroT22.C01g04550.1	100.000	YES	YES	cauliflower
BroT25.C02g51860.1	35126713	2	60662253.0	60671446.0	AT5G51860.1	56.621	AGAMOUS-like 72	BroT22.C02g51890.1	100.000	YES	YES	cauliflower
BroT22.C03g08230.1	35090639	4	4345946.0	4348146.0	AT5G15800.2	89.354	SEPALLATA1	BroT22.C03g08230.1	100.000	YES	YES	cauliflower
BroT21.C03g07580.1	35090639	3	4045134.0	4047334.0	AT5G15800.2	89.354	SEPALLATA1	BroT22.C03g08230.1	100.000	YES	YES	cauliflower
caul3G00790.1	35090639	1	4004436.0	4006636.0	AT5G15800.2	89.354	SEPALLATA1	BroT22.C03g08230.1	100.000	YES	YES	cauliflower
BroT21.C05g53060.1	35090639	3	49693685.0	49695743.0	AT3G02310.1	92.800	SEPALLATA 2	BroT22.C01g50970.1	94.444	YES	YES	cauliflower
caul5G05827.1	35090639	1	54463826.0	54465884.0	AT3G02310.1	92.800	SEPALLATA 2	BroT22.C01g50970.1	94.444	YES	YES	cauliflower
BroT21.C08g14050.1	35090639	3	22602958.0	22613642.0	AT4G25450.1	91.213	ATP-binding cassette B28	BroT22.C08g14180.1	100.000	YES	YES	cauliflower
BroT25.C08g13610.1	35090639	2	21885513.0	21896197.0	AT4G25450.1	91.213	ATP-binding cassette B28	BroT22.C08g14180.1	100.000	YES	YES	cauliflower
caul8G01671.1	35090639	1	22270925.0	22281609.0	AT4G25450.1	91.213	ATP-binding cassette B28	BroT22.C08g14180.1	100.000	YES	YES	cauliflower
BroT21.C07g36770.1	35090639	3	43991334.0	43997100.0	AT5G60910.1	92.469	AGAMOUS-like 8	BroT22.C02g51590.1	90.871	YES	YES	cauliflower
BroT25.C07g36500.1	35090639	2	46705047.0	46710815.0	AT5G60910.1	92.469	AGAMOUS-like 8	BroT22.C02g51590.1	90.871	YES	YES	cauliflower
caul7G03831.1	35090639	1	45478073.0	45483839.0	AT5G60910.1	92.469	AGAMOUS-like 8	BroT22.C02g51590.1	90.871	YES	YES	cauliflower
BroT22.C09g25380.1	35090639	4	25316747.0	25318828.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
BroT21.C09g25580.1	35090639	3	25253890.0	25255971.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
BroT25.C09g25260.1	35090639	2	25306065.0	25308146.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
caul9G02710.1	35090639	1	24758674.0	24760755.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
BroT22.C01g50970.1	35090639	4	53052684.0	53054555.0	AT3G02310.1	92.063	SEPALLATA 2	BroT22.C01g50970.1	100.000	YES	YES	cauliflower
BroT21.C01g51630.1	35090639	3	56350641.0	56352513.0	AT3G02310.1	92.063	SEPALLATA 2	BroT22.C01g50970.1	100.000	YES	YES	cauliflower
caul1G05418.1	35090639	1	51145337.0	51147209.0	AT3G02310.1	92.063	SEPALLATA 2	BroT22.C01g50970.1	100.000	YES	YES	cauliflower
BroT22.C09g48970.1	35090639	4	57509358.0	57511760.0	AT3G02310.1	83.333	SEPALLATA 2	BroT22.C09g48970.1	100.000	YES	YES	cauliflower
BroT21.C09g49680.1	35090639	3	56514197.0	56516603.0	AT3G02310.1	83.333	SEPALLATA 2	BroT22.C09g48970.1	100.000	YES	YES	cauliflower
caul9G04840.1	35090639	1	56064419.0	56066825.0	AT3G02310.1	83.333	SEPALLATA 2	BroT22.C09g48970.1	100.000	YES	YES	cauliflower
BroT21.C03g66610.1	35090639	3	62171772.0	62175000.0	AT4G37940.1	89.912	AGAMOUS-like 21	BroT22.C03g69400.1	99.123	YES	YES	cauliflower
caul3G07235.1	35090639	1	62932957.0	62936185.0	AT4G37940.1	89.912	AGAMOUS-like 21	BroT22.C03g69400.1	99.123	YES	YES	cauliflower
BroT25.C02g51510.1	35090639	2	60419455.0	60423416.0	AT5G60910.1	92.887	AGAMOUS-like 8	BroT22.C02g51590.1	99.585	YES	YES	cauliflower
caul2G05651.1	35090639	1	58467956.0	58471924.0	AT5G60910.1	92.887	AGAMOUS-like 8	BroT22.C02g51590.1	99.585	YES	YES	cauliflower
BroT22.C02g51590.1	35090639	4	60818226.0	60822843.0	AT5G60910.1	93.305	AGAMOUS-like 8	BroT22.C02g51590.1	100.000	YES	YES	cauliflower
BroT22.C03g69400.1	35090639	4	65576676.0	65579851.0	AT4G37940.1	89.035	AGAMOUS-like 21	BroT22.C03g69400.1	100.000	YES	YES	cauliflower
BroT22.C09g07010.1	35090639	4	4598326.0	4601644.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
BroT21.C09g07400.1	35090639	3	4778292.0	4781612.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
BroT25.C09g07260.1	35090639	2	4726438.0	4729758.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
caul9G00687.1	35090639	1	4376955.0	4380275.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
BroT22.C07g52120.1	35090639	4	57382685.0	57385793.0	AT3G57230.1	85.000	AGAMOUS-like 16	BroT22.C07g52120.1	100.000	YES	YES	cauliflower
BroT21.C07g50670.1	35090639	3	52881819.0	52884927.0	AT3G57230.1	85.000	AGAMOUS-like 16	BroT22.C07g52120.1	100.000	YES	YES	cauliflower
caul7G05286.1	35090639	1	54368558.0	54371666.0	AT3G57230.1	85.000	AGAMOUS-like 16	BroT22.C07g52120.1	100.000	YES	YES	cauliflower
BroT21.C07g27290.1	35090639	3	36708590.0	36710654.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	99.609	YES	YES	cauliflower
BroT25.C07g26950.1	35090639	2	39323225.0	39325289.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	99.609	YES	YES	cauliflower
caul7G02816.1	35090639	1	38195329.0	38197393.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	99.609	YES	YES	cauliflower
BroT22.C07g28260.1	35090639	4	41221763.0	41223827.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	100.000	YES	YES	cauliflower
BroT22.C01g01250.1	35090639	4	693029.0	695943.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
BroT21.C01g01250.1	35090639	3	5975297.0	5978220.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
BroT25.C01g01310.1	35090639	2	700954.0	703871.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
caul1G00122.1	35090639	1	619666.0	622589.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
caul3G06707.1	35090639	1	58284744.0	58288337.0	AT1G26310.1	79.297	CAULIFLOWER	BroT22.C06g35070.1	62.698	YES	YES	cauliflower
BroT22.C05g21800.1	35090639	4	16641626.0	16643872.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
BroT21.C05g23490.1	35090639	3	17320565.0	17322812.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
BroT25.C05g23580.1	35090639	2	18015408.0	18017641.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
caul5G02359.1	35090639	1	16418410.0	16420657.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
BroT21.C06g34840.1	35090639	3	39938855.0	39942545.0	AT1G69120.1	94.531	APETALA1	BroT22.C06g35070.1	84.375	YES	YES	cauliflower
caul6G03563.1	35090639	1	41680163.0	41683853.0	AT1G69120.1	94.531	APETALA1	BroT22.C06g35070.1	84.375	YES	YES	cauliflower
BroT21.C02g51120.1	35090639	3	57622086.0	57633794.0	AT5G60910.1	89.431	AGAMOUS-like 8	BroT22.C02g51590.1	99.149	YES	YES	cauliflower
BroT21.C07g14180.1	35090639	3	22130656.0	22132645.0	AT1G24260.2	90.551	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
BroT25.C07g14190.1	35090639	2	24942734.0	24944723.0	AT1G24260.2	90.551	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
caul7G01631.1	35090639	1	23617295.0	23619284.0	AT1G24260.2	90.551	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
BroT25.C01g19350.1	35090639	2	13937079.0	13943335.0	AT5G51860.1	57.407	AGAMOUS-like 72	BroT22.C01g19320.1	84.774	YES	YES	cauliflower
BroT22.C07g14930.1	35090639	4	26802491.0	26804534.0	AT1G24260.2	90.196	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
BroT22.C01g19320.1	35090639	4	13904690.0	13910947.0	AT5G51860.1	57.407	AGAMOUS-like 72	BroT22.C01g19320.1	100.000	YES	YES	cauliflower
BroT25.C08g39980.1	35090639	2	42512080.0	42515263.0	AT2G22630.1	88.387	AGAMOUS-like 17	BroT22.C08g40970.1	100.000	YES	YES	cauliflower
BroT22.C04g26460.1	35090639	4	34997767.0	35000730.0	AT3G61120.1	65.306	AGAMOUS-like 13	BroT22.C04g26460.1	100.000	YES	YES	cauliflower
caul1G01975.1	35090639	1	13562023.0	13568713.0	AT5G51860.1	58.333	AGAMOUS-like 72	BroT22.C01g19320.1	93.085	YES	YES	cauliflower
BroT21.C01g19050.1	35127651	3	18948527.0	18959254.0	AT5G51860.1	57.407	AGAMOUS-like 72	BroT22.C01g19320.1	86.544	YES	YES	cauliflower
BroT22.C04g42780.1	35090639	4	53641132.0	53644253.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT22.C04g42760.1	35090639	4	53600742.0	53603023.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT22.C04g42750.1	35090639	4	53584229.0	53587344.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT21.C04g38010.1	35090639	3	46663632.0	46666753.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
