Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
BroT22.C03g01540.1	35132722	4	758018.0	759072.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	cauliflower
BroT21.C03g01570.1	35132722	3	774501.0	775555.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	cauliflower
BroT25.C03g01480.1	35132722	2	750176.0	751230.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	cauliflower
caul3G00156.1	35132722	1	758820.0	759874.0	AT5G03840.1	95.402	TERMINAL FLOWER 1	BroT22.C03g01540.1	100.000	YES	YES	cauliflower
BroT22.C04g46560.1	35132722	4	57718711.0	57720503.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	cauliflower
BroT21.C04g41670.1	35132722	3	50732514.0	50734306.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	cauliflower
BroT25.C04g44640.1	35132722	2	54035263.0	54037055.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	cauliflower
caul4G04866.1	35132722	1	54160518.0	54162310.0	AT2G27550.1	94.857	centroradialis	BroT22.C04g46560.1	100.000	YES	YES	cauliflower
BroT22.C03g28410.1	35132722	4	17734546.0	17738326.0	AT2G27550.1	96.000	centroradialis	BroT22.C03g28410.1	100.000	YES	YES	cauliflower
BroT21.C03g28010.1	35132722	3	17827354.0	17831131.0	AT2G27550.1	96.000	centroradialis	BroT22.C03g28410.1	100.000	YES	YES	cauliflower
BroT25.C03g27630.1	35132722	2	17656952.0	17660730.0	AT2G27550.1	96.000	centroradialis	BroT22.C03g28410.1	100.000	YES	YES	cauliflower
caul3G02895.1	35132722	1	17699916.0	17703693.0	AT2G27550.1	96.000	centroradialis	BroT22.C03g28410.1	100.000	YES	YES	cauliflower
BroT22.C04g19990.1	35132722	4	19893300.0	19894841.0	AT2G27550.1	92.486	centroradialis	BroT22.C04g19990.1	100.000	YES	YES	cauliflower
BroT22.C09g58950.1	35132722	4	63339751.0	63340830.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	cauliflower
BroT21.C09g59790.1	35132722	3	62325175.0	62326242.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	cauliflower
BroT25.C09g58290.1	35132722	2	62154391.0	62155470.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	cauliflower
caul9G05706.1	35132722	1	61868332.0	61869399.0	AT5G03840.1	87.079	TERMINAL FLOWER 1	BroT22.C09g58950.1	100.000	YES	YES	cauliflower
BroT22.C04g17760.1	35132722	4	16986872.0	16989638.0	AT1G65480.2	80.000	FLOWERING LOCUS T	BroT22.C04g17760.1	100.000	YES	YES	cauliflower
BroT21.C04g14000.1	35132722	3	13138241.0	13141004.0	AT1G65480.2	80.000	FLOWERING LOCUS T	BroT22.C04g17760.1	100.000	YES	YES	cauliflower
BroT22.C08g43730.1	35132722	4	47439263.0	47440994.0	AT1G18100.1	95.376	E12A11	BroT22.C08g43730.1	100.000	YES	YES	cauliflower
BroT21.C08g46380.1	35132722	3	50515412.0	50517149.0	AT1G18100.1	95.376	E12A11	BroT22.C08g43730.1	100.000	YES	YES	cauliflower
BroT25.C08g42630.1	35132722	2	44050354.0	44052092.0	AT1G18100.1	95.376	E12A11	BroT22.C08g43730.1	100.000	YES	YES	cauliflower
caul8G04811.1	35132722	1	44814851.0	44816588.0	AT1G18100.1	95.376	E12A11	BroT22.C08g43730.1	100.000	YES	YES	cauliflower
BroT22.C05g13730.1	35132722	4	8456562.0	8458166.0	AT1G18100.1	94.767	E12A11	BroT22.C05g13730.1	100.000	YES	YES	cauliflower
BroT21.C05g15420.1	35132722	3	9433729.0	9435333.0	AT1G18100.1	94.767	E12A11	BroT22.C05g13730.1	100.000	YES	YES	cauliflower
BroT25.C05g15450.1	35132722	2	9621642.0	9623246.0	AT1G18100.1	94.767	E12A11	BroT22.C05g13730.1	100.000	YES	YES	cauliflower
caul5G01480.1	35132722	1	8531574.0	8533178.0	AT1G18100.1	94.767	E12A11	BroT22.C05g13730.1	100.000	YES	YES	cauliflower
