Gen-id	Homology_group	Genome_numbers	start coordinate	end coordinate	Best Arabidopsis Thaliana hit	% identity Arabidopsis Thaliana hit	full_name best hit Arabidopsis	Best cauliflower hit	% identity cauliflower hit	Gene found blasting the initial query to the pangenome?	Gene found blasting the Brassica best hit to the pangenome	Species
BroT21.C03g61800.1	35090639	3	57514500.0	57518093.0	AT1G69120.1	55.078	APETALA1	BroT22.C06g30480.1	66.000	YES	YES	cauliflower
BroT21.C02g51120.1	35090639	3	57622086.0	57633794.0	AT5G60910.1	89.431	AGAMOUS-like 8	BroT22.C02g51590.1	99.149	YES	YES	cauliflower
BroT25.C04g06080.1	35090639	2	5068622.0	5072756.0	AT2G45650.1	85.644	AGAMOUS-like 6	BroT22.C04g06510.1	100.000	YES	YES	cauliflower
BroT22.C02g47260.1	35090639	4	56784730.0	56793420.0	AT3G30260.1	79.365	AGAMOUS-like 79	BroT22.C02g47260.1	100.000	YES	YES	cauliflower
BroT21.C02g46590.1	35090639	3	53347871.0	53356562.0	AT3G30260.1	79.365	AGAMOUS-like 79	BroT22.C02g47260.1	100.000	YES	YES	cauliflower
BroT25.C02g47420.1	35090639	2	56229020.0	56237692.0	AT3G30260.1	79.365	AGAMOUS-like 79	BroT22.C02g47260.1	100.000	YES	YES	cauliflower
caul2G05137.1	35090639	1	54075267.0	54083958.0	AT3G30260.1	79.365	AGAMOUS-like 79	BroT22.C02g47260.1	100.000	YES	YES	cauliflower
BroT22.C04g06510.1	35090639	4	6171833.0	6173663.0	AT2G45650.1	88.095	AGAMOUS-like 6	BroT22.C04g06510.1	100.000	YES	YES	cauliflower
BroT21.C06g46030.1	35090639	3	47602118.0	47603948.0	AT2G45650.1	88.095	AGAMOUS-like 6	BroT22.C04g06510.1	100.000	YES	YES	cauliflower
caul4G00618.1	35090639	1	5090249.0	5092079.0	AT2G45650.1	88.095	AGAMOUS-like 6	BroT22.C04g06510.1	100.000	YES	YES	cauliflower
BroT22.C03g64780.1	35090639	4	61224785.0	61226871.0	AT1G24260.2	87.149	SEPALLATA3	BroT22.C03g64780.1	100.000	YES	YES	cauliflower
BroT21.C03g62820.1	35090639	3	58458640.0	58460726.0	AT1G24260.2	87.149	SEPALLATA3	BroT22.C03g64780.1	100.000	YES	YES	cauliflower
BroT25.C03g61830.1	35090639	2	57282408.0	57284494.0	AT1G24260.2	87.149	SEPALLATA3	BroT22.C03g64780.1	100.000	YES	YES	cauliflower
caul3G06825.1	35090639	1	59228884.0	59230970.0	AT1G24260.2	87.149	SEPALLATA3	BroT22.C03g64780.1	100.000	YES	YES	cauliflower
BroT21.C07g14180.1	35090639	3	22130656.0	22132645.0	AT1G24260.2	90.551	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
BroT25.C07g14190.1	35090639	2	24942734.0	24944723.0	AT1G24260.2	90.551	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
caul7G01631.1	35090639	1	23617295.0	23619284.0	AT1G24260.2	90.551	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
BroT22.C07g14930.1	35090639	4	26802491.0	26804534.0	AT1G24260.2	90.196	SEPALLATA3	BroT22.C07g14930.1	100.000	YES	YES	cauliflower
BroT25.C01g49450.1	35090639	2	50356900.0	50357998.0	AT3G02310.1	89.474	SEPALLATA 2	BroT22.C01g50970.1	100.000	YES	NO	cauliflower
BroT22.C01g50970.1	35090639	4	53052684.0	53054555.0	AT3G02310.1	92.063	SEPALLATA 2	BroT22.C01g50970.1	100.000	YES	YES	cauliflower
BroT21.C01g51630.1	35090639	3	56350641.0	56352513.0	AT3G02310.1	92.063	SEPALLATA 2	BroT22.C01g50970.1	100.000	YES	YES	cauliflower
caul1G05418.1	35090639	1	51145337.0	51147209.0	AT3G02310.1	92.063	SEPALLATA 2	BroT22.C01g50970.1	100.000	YES	YES	cauliflower
BroT22.C02g43790.1	35090639	4	53239407.0	53241496.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
BroT21.C05g34440.1	35090639	3	33468932.0	33471021.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
BroT25.C02g43880.1	35090639	2	52110046.0	52112135.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
caul2G04778.1	35090639	1	50619597.0	50621686.0	AT2G03710.1	80.812	SEPALLATA 4	BroT22.C02g43790.1	100.000	YES	YES	cauliflower
BroT25.C05g54980.1	35090639	2	55157115.0	55158386.0	AT3G02310.1	90.426	SEPALLATA 2	BroT22.C01g50970.1	92.632	YES	NO	cauliflower
BroT22.C07g28260.1	35090639	4	41221763.0	41223827.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	100.000	YES	YES	cauliflower
BroT21.C07g27290.1	35090639	3	36708590.0	36710654.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	99.609	YES	YES	cauliflower
BroT25.C07g26950.1	35090639	2	39323225.0	39325289.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	99.609	YES	YES	cauliflower
caul7G02816.1	35090639	1	38195329.0	38197393.0	AT2G03710.1	81.853	SEPALLATA 4	BroT22.C07g28260.1	99.609	YES	YES	cauliflower
BroT21.C05g53060.1	35090639	3	49693685.0	49695743.0	AT3G02310.1	92.800	SEPALLATA 2	BroT22.C01g50970.1	94.444	YES	YES	cauliflower
caul5G05827.1	35090639	1	54463826.0	54465884.0	AT3G02310.1	92.800	SEPALLATA 2	BroT22.C01g50970.1	94.444	YES	YES	cauliflower
BroT22.C03g26850.1	35090639	4	16459810.0	16462247.0	AT2G45660.1	93.458	AGAMOUS-like 20	BroT22.C03g26850.1	100.000	YES	YES	cauliflower
BroT21.C03g26550.1	35090639	3	16560153.0	16562589.0	AT2G45660.1	93.458	AGAMOUS-like 20	BroT22.C03g26850.1	100.000	YES	YES	cauliflower
BroT25.C03g26060.1	35090639	2	16378141.0	16380578.0	AT2G45660.1	93.458	AGAMOUS-like 20	BroT22.C03g26850.1	100.000	YES	YES	cauliflower
caul3G02733.1	35090639	1	16432715.0	16435151.0	AT2G45660.1	93.458	AGAMOUS-like 20	BroT22.C03g26850.1	100.000	YES	YES	cauliflower
BroT22.C07g06360.1	35090639	4	9477796.0	9489757.0	AT2G14210.2	85.106	AGAMOUS-like 44	BroT22.C07g06360.1	100.000	YES	YES	cauliflower
BroT21.C07g07150.1	35090639	3	10791887.0	10803856.0	AT2G14210.2	85.106	AGAMOUS-like 44	BroT22.C07g06360.1	100.000	YES	YES	cauliflower
BroT25.C07g06780.1	35090639	2	12623289.0	12635255.0	AT2G14210.2	85.106	AGAMOUS-like 44	BroT22.C07g06360.1	100.000	YES	YES	cauliflower
caul7G00715.1	35090639	1	9505442.0	9517411.0	AT2G14210.2	85.106	AGAMOUS-like 44	BroT22.C07g06360.1	100.000	YES	YES	cauliflower
BroT22.C06g20970.1	35090639	4	31132865.0	31135898.0	AT3G58780.4	82.562	SHATTERPROOF 1	BroT22.C06g20970.1	100.000	YES	YES	cauliflower
BroT21.C06g20640.1	35090639	3	26752087.0	26755084.0	AT3G58780.4	82.562	SHATTERPROOF 1	BroT22.C06g20970.1	100.000	YES	YES	cauliflower
BroT25.C06g20070.1	35090639	2	27558815.0	27561812.0	AT3G58780.4	82.562	SHATTERPROOF 1	BroT22.C06g20970.1	100.000	YES	YES	cauliflower
caul6G02322.1	35090639	1	28493295.0	28496292.0	AT3G58780.4	82.562	SHATTERPROOF 1	BroT22.C06g20970.1	100.000	YES	YES	cauliflower
BroT22.C02g51360.1	35090639	4	60572799.0	60575158.0	AT5G23260.4	74.905	TRANSPARENT TESTA16	BroT22.C02g51360.1	100.000	YES	YES	cauliflower
BroT25.C04g27840.1	35090639	2	34855095.0	34856893.0	AT3G57390.1	75.290	AGAMOUS-like 18	BroT22.C04g29330.1	98.120	YES	YES	cauliflower
BroT22.C04g29330.1	35090639	4	38285675.0	38287470.0	AT3G57390.1	75.290	AGAMOUS-like 18	BroT22.C04g29330.1	100.000	YES	YES	cauliflower
caul4G03180.1	35090639	1	34836313.0	34838108.0	AT3G57390.1	75.290	AGAMOUS-like 18	BroT22.C04g29330.1	100.000	YES	YES	cauliflower
BroT21.C04g24940.1	35090639	3	31427855.0	31429467.0	AT3G57390.1	75.290	AGAMOUS-like 18	BroT22.C04g29330.1	100.000	YES	YES	cauliflower
BroT22.C08g31360.1	35090639	4	39465612.0	39467707.0	AT3G54340.1	94.397	APETALA 3	BroT22.C08g31360.1	100.000	YES	YES	cauliflower
BroT21.C08g33830.1	35090639	3	42460702.0	42462797.0	AT3G54340.1	94.397	APETALA 3	BroT22.C08g31360.1	100.000	YES	YES	cauliflower
BroT25.C08g30320.1	35090639	2	35991752.0	35993847.0	AT3G54340.1	94.397	APETALA 3	BroT22.C08g31360.1	100.000	YES	YES	cauliflower
caul8G03507.1	35090639	1	36782262.0	36784357.0	AT3G54340.1	94.397	APETALA 3	BroT22.C08g31360.1	100.000	YES	YES	cauliflower
BroT22.C04g31960.1	35090639	4	41616400.0	41618373.0	AT3G54340.1	90.517	APETALA 3	BroT22.C04g31960.1	100.000	YES	YES	cauliflower
BroT21.C04g26420.1	35090639	3	33141910.0	33143883.0	AT3G54340.1	90.517	APETALA 3	BroT22.C04g31960.1	100.000	YES	YES	cauliflower
BroT25.C04g30280.1	35090639	2	38015321.0	38017294.0	AT3G54340.1	90.517	APETALA 3	BroT22.C04g31960.1	100.000	YES	YES	cauliflower
caul4G03469.1	35090639	1	38039475.0	38041448.0	AT3G54340.1	90.517	APETALA 3	BroT22.C04g31960.1	100.000	YES	YES	cauliflower
BroT22.C09g07010.1	35090639	4	39938855.0	39942545.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
BroT21.C09g07400.1	35090639	3	41680163.0	41683853.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
BroT25.C09g07260.1	35090639	2	58284744.0	58288337.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
caul9G00687.1	35090639	1	44055474.0	44059164.0	AT5G60910.1	93.333	AGAMOUS-like 8	BroT22.C09g07010.1	100.000	YES	YES	cauliflower
BroT22.C06g30480.1	35090639	4	40370333.0	40374023.0	AT1G69120.1	61.719	APETALA1	BroT22.C06g30480.1	100.000	YES	YES	cauliflower
BroT21.C06g30340.1	35090639	3	43991334.0	43997100.0	AT1G69120.1	61.719	APETALA1	BroT22.C06g30480.1	100.000	YES	YES	cauliflower
BroT25.C06g29480.1	35090639	2	46705047.0	46710815.0	AT1G69120.1	61.719	APETALA1	BroT22.C06g30480.1	100.000	YES	YES	cauliflower
BroT22.C07g32310.1	35090639	4	45478073.0	45483839.0	AT3G30260.1	80.400	AGAMOUS-like 79	BroT22.C07g32310.1	100.000	YES	YES	cauliflower
BroT25.C07g30750.1	35090639	2	60419455.0	60423416.0	AT3G30260.1	80.400	AGAMOUS-like 79	BroT22.C07g32310.1	100.000	YES	YES	cauliflower
BroT21.C07g30920.1	35090639	3	58467956.0	58471924.0	AT3G30260.1	80.400	AGAMOUS-like 79	BroT22.C07g32310.1	100.000	YES	YES	cauliflower
caul7G03221.1	35090639	1	60818226.0	60822843.0	AT3G30260.1	80.400	AGAMOUS-like 79	BroT22.C07g32310.1	100.000	YES	YES	cauliflower
BroT22.C05g21800.1	35090639	4	57622086.0	57633794.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
BroT21.C05g23490.1	35090639	3	4598326.0	4601644.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
BroT25.C05g23580.1	35090639	2	4778292.0	4781612.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
caul5G02359.1	35090639	1	4726438.0	4729758.0	AT1G24260.2	92.857	SEPALLATA3	BroT22.C05g21800.1	100.000	YES	YES	cauliflower
BroT22.C03g08230.1	35090639	4	4376955.0	4380275.0	AT5G15800.2	89.354	SEPALLATA1	BroT22.C03g08230.1	100.000	YES	YES	cauliflower
BroT21.C03g07580.1	35090639	3	57514500.0	57518093.0	AT5G15800.2	89.354	SEPALLATA1	BroT22.C03g08230.1	100.000	YES	YES	cauliflower
caul3G00790.1	35090639	1	39904583.0	39908236.0	AT5G15800.2	89.354	SEPALLATA1	BroT22.C03g08230.1	100.000	YES	YES	cauliflower
BroT22.C09g48970.1	35090639	4	35532157.0	35535810.0	AT3G02310.1	83.333	SEPALLATA 2	BroT22.C09g48970.1	100.000	YES	YES	cauliflower
BroT21.C09g49680.1	35090639	3	36275553.0	36279206.0	AT3G02310.1	83.333	SEPALLATA 2	BroT22.C09g48970.1	100.000	YES	YES	cauliflower
caul9G04840.1	35090639	1	44708317.0	44713185.0	AT3G02310.1	83.333	SEPALLATA 2	BroT22.C09g48970.1	100.000	YES	YES	cauliflower
BroT22.C09g25380.1	35090639	4	42813563.0	42818431.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
BroT21.C09g25580.1	35090639	3	40070508.0	40075589.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
BroT25.C09g25260.1	35090639	2	41557247.0	41562328.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
caul9G02710.1	35090639	1	56784730.0	56793420.0	AT2G03710.1	84.170	SEPALLATA 4	BroT22.C09g25380.1	100.000	YES	YES	cauliflower
BroT21.C04g22220.1	35090639	3	53347871.0	53356562.0	AT3G61120.1	69.796	AGAMOUS-like 13	BroT22.C04g26460.1	94.239	YES	YES	cauliflower
BroT25.C04g25110.1	35090639	2	56229020.0	56237692.0	AT3G61120.1	69.796	AGAMOUS-like 13	BroT22.C04g26460.1	94.239	YES	YES	cauliflower
caul4G02854.1	35090639	1	54075267.0	54083958.0	AT3G61120.1	69.796	AGAMOUS-like 13	BroT22.C04g26460.1	94.239	YES	YES	cauliflower
BroT22.C03g71970.1	35090639	4	61224785.0	61226871.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
BroT21.C03g68760.1	35090639	3	58458640.0	58460726.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
BroT25.C03g67770.1	35090639	2	57282408.0	57284494.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
caul3G07479.1	35090639	1	59228884.0	59230970.0	AT4G18960.1	93.548	AGAMOUS	BroT22.C03g71970.1	100.000	YES	YES	cauliflower
BroT25.C01g12200.1	35090639	2	22130656.0	22132645.0	AT4G18960.1	94.422	AGAMOUS	BroT22.C01g12260.1	99.603	YES	YES	cauliflower
BroT22.C01g12260.1	35090639	4	24942734.0	24944723.0	AT4G18960.1	94.821	AGAMOUS	BroT22.C01g12260.1	100.000	YES	YES	cauliflower
BroT21.C01g11980.1	35090639	3	23617295.0	23619284.0	AT4G18960.1	94.821	AGAMOUS	BroT22.C01g12260.1	100.000	YES	YES	cauliflower
caul1G01225.1	35090639	1	6171833.0	6173663.0	AT4G18960.1	94.821	AGAMOUS	BroT22.C01g12260.1	100.000	YES	YES	cauliflower
BroT22.C03g69400.1	35090639	4	47602118.0	47603948.0	AT4G37940.1	89.035	AGAMOUS-like 21	BroT22.C03g69400.1	100.000	YES	YES	cauliflower
BroT21.C03g66610.1	35090639	3	5090249.0	5092079.0	AT4G37940.1	89.912	AGAMOUS-like 21	BroT22.C03g69400.1	99.123	YES	YES	cauliflower
caul3G07235.1	35090639	1	26802491.0	26804534.0	AT4G37940.1	89.912	AGAMOUS-like 21	BroT22.C03g69400.1	99.123	YES	YES	cauliflower
BroT22.C09g27820.1	35090639	4	16641626.0	16643872.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	cauliflower
BroT21.C09g27910.1	35090639	3	17320565.0	17322812.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	cauliflower
caul9G02995.1	35090639	1	18015408.0	18017641.0	AT4G11880.1	80.090	AGAMOUS-like 14	BroT22.C09g27820.1	100.000	YES	YES	cauliflower
BroT25.C04g03700.1	35090639	2	16418410.0	16420657.0	AT2G42830.2	91.566	SHATTERPROOF 2	BroT22.C04g04010.1	99.590	YES	YES	cauliflower
BroT22.C04g04010.1	35090639	4	53052684.0	53054555.0	AT2G42830.2	91.165	SHATTERPROOF 2	BroT22.C04g04010.1	100.000	YES	YES	cauliflower
BroT21.C04g00550.1	35090639	3	56350641.0	56352513.0	AT2G42830.2	91.165	SHATTERPROOF 2	BroT22.C04g04010.1	100.000	YES	YES	cauliflower
caul4G00360.1	35090639	1	51145337.0	51147209.0	AT2G42830.2	91.165	SHATTERPROOF 2	BroT22.C04g04010.1	100.000	YES	YES	cauliflower
BroT25.C03g06130.1	35090639	2	4345946.0	4348146.0	AT5G13790.2	77.481	AGAMOUS-like 15	BroT22.C03g06770.1	99.245	YES	YES	cauliflower
BroT22.C01g01250.1	35090639	4	4045134.0	4047334.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
BroT21.C01g01250.1	35090639	3	4004436.0	4006636.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
BroT25.C01g01310.1	35090639	2	57509358.0	57511760.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
caul1G00122.1	35090639	1	56514197.0	56516603.0	AT4G37940.1	90.351	AGAMOUS-like 21	BroT22.C01g01250.1	100.000	YES	YES	cauliflower
BroT22.C04g42780.1	35090639	4	56064419.0	56066825.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT22.C04g42760.1	35090639	4	49693685.0	49695743.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT22.C04g42750.1	35090639	4	54463826.0	54465884.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT21.C04g38010.1	35090639	3	53239407.0	53241496.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT21.C04g37990.1	35090639	3	33468932.0	33471021.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT21.C04g37980.1	35090639	3	52110046.0	52112135.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT25.C04g40910.1	35090639	2	50619597.0	50621686.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT25.C04g40900.1	35090639	2	25316747.0	25318828.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
caul4G04444.1	35090639	1	25253890.0	25255971.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
caul4G04442.1	35090639	1	25306065.0	25308146.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
caul4G04441.1	35090639	1	24758674.0	24760755.0	AT2G22630.1	80.617	AGAMOUS-like 17	BroT22.C04g42780.1	100.000	YES	YES	cauliflower
BroT22.C03g06770.1	35090639	4	41221763.0	41223827.0	AT5G13790.2	76.718	AGAMOUS-like 15	BroT22.C03g06770.1	100.000	YES	YES	cauliflower
BroT21.C03g06300.1	35090639	3	36708590.0	36710654.0	AT5G13790.2	76.718	AGAMOUS-like 15	BroT22.C03g06770.1	100.000	YES	YES	cauliflower
caul3G00651.1	35090639	1	39323225.0	39325289.0	AT5G13790.2	76.718	AGAMOUS-like 15	BroT22.C03g06770.1	100.000	YES	YES	cauliflower
BroT22.C08g35410.1	35090639	4	38195329.0	38197393.0	AT3G58780.4	81.915	SHATTERPROOF 1	BroT22.C08g35410.1	100.000	YES	YES	cauliflower
BroT21.C08g37990.1	35090639	3	28149520.0	28152483.0	AT3G58780.4	81.915	SHATTERPROOF 1	BroT22.C08g35410.1	100.000	YES	YES	cauliflower
BroT25.C08g34500.1	35090639	2	31559848.0	31562811.0	AT3G58780.4	81.915	SHATTERPROOF 1	BroT22.C08g35410.1	100.000	YES	YES	cauliflower
caul8G03944.1	35090639	1	31557978.0	31560941.0	AT3G58780.4	81.915	SHATTERPROOF 1	BroT22.C08g35410.1	100.000	YES	YES	cauliflower
BroT22.C04g06520.1	35090639	4	20507689.0	20513705.0	AT2G45660.1	95.327	AGAMOUS-like 20	BroT22.C04g06520.1	100.000	YES	YES	cauliflower
BroT21.C06g46040.1	35090639	3	68280006.0	68285486.0	AT2G45660.1	95.327	AGAMOUS-like 20	BroT22.C04g06520.1	100.000	YES	YES	cauliflower
BroT25.C04g06090.1	35090639	2	64468804.0	64474282.0	AT2G45660.1	95.327	AGAMOUS-like 20	BroT22.C04g06520.1	100.000	YES	YES	cauliflower
caul4G00619.1	35090639	1	63286494.0	63291886.0	AT2G45660.1	95.327	AGAMOUS-like 20	BroT22.C04g06520.1	100.000	YES	YES	cauliflower
BroT21.C09g29540.1	35090639	3	65266672.0	65272150.0	AT4G09960.4	88.559	SEEDSTICK	BroT22.C07g22130.1	97.110	YES	YES	cauliflower
BroT25.C09g29390.1	35090639	2	7957840.0	7961982.0	AT4G09960.4	88.559	SEEDSTICK	BroT22.C07g22130.1	97.110	YES	YES	cauliflower
caul9G03176.1	35090639	1	8001688.0	8005828.0	AT4G09960.4	88.559	SEEDSTICK	BroT22.C07g22130.1	97.110	YES	YES	cauliflower
BroT21.C04g54840.1	35090639	3	13083024.0	13087164.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	98.122	YES	YES	cauliflower
caul4G06242.1	35090639	1	7692483.0	7696623.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	98.122	YES	YES	cauliflower
BroT22.C04g28290.1	35090639	4	65576676.0	65579851.0	AT3G58780.4	80.783	SHATTERPROOF 1	BroT22.C04g28290.1	100.000	YES	YES	cauliflower
BroT21.C04g23970.1	35090639	3	62171772.0	62175000.0	AT3G58780.4	80.783	SHATTERPROOF 1	BroT22.C04g28290.1	100.000	YES	YES	cauliflower
BroT25.C04g26930.1	35090639	2	62932957.0	62936185.0	AT3G58780.4	80.783	SHATTERPROOF 1	BroT22.C04g28290.1	100.000	YES	YES	cauliflower
caul4G03075.1	35090639	1	28194027.0	28197871.0	AT3G58780.4	80.783	SHATTERPROOF 1	BroT22.C04g28290.1	100.000	YES	YES	cauliflower
BroT22.C04g59970.1	35090639	4	28075629.0	28079473.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	cauliflower
BroT25.C04g57220.1	35090639	2	27580413.0	27584257.0	AT2G45660.1	92.056	AGAMOUS-like 20	BroT22.C04g59970.1	100.000	YES	YES	cauliflower
BroT22.C08g40970.1	35090639	4	3158741.0	3162095.0	AT2G22630.1	89.130	AGAMOUS-like 17	BroT22.C08g40970.1	100.000	YES	YES	cauliflower
BroT22.C09g50650.1	35090639	4	4106769.0	4109939.0	AT5G13790.2	73.946	AGAMOUS-like 15	BroT22.C09g50650.1	100.000	YES	YES	cauliflower
BroT21.C08g43710.1	35090639	3	368168.0	371336.0	AT2G22630.1	84.581	AGAMOUS-like 17	BroT22.C04g42780.1	84.141	YES	YES	cauliflower
caul8G04536.1	35090639	1	3063549.0	3066717.0	AT2G22630.1	84.581	AGAMOUS-like 17	BroT22.C04g42780.1	84.141	YES	YES	cauliflower
BroT21.C09g51300.1	35090639	3	16459810.0	16462247.0	AT5G13790.2	73.563	AGAMOUS-like 15	BroT22.C09g50650.1	98.868	YES	YES	cauliflower
BroT25.C09g50150.1	35090639	2	16560153.0	16562589.0	AT5G13790.2	73.563	AGAMOUS-like 15	BroT22.C09g50650.1	98.868	YES	YES	cauliflower
caul9G04985.1	35090639	1	16378141.0	16380578.0	AT5G13790.2	73.563	AGAMOUS-like 15	BroT22.C09g50650.1	98.868	YES	YES	cauliflower
BroT22.C07g52120.1	35090639	4	16432715.0	16435151.0	AT3G57230.1	85.000	AGAMOUS-like 16	BroT22.C07g52120.1	100.000	YES	YES	cauliflower
BroT21.C07g50670.1	35090639	3	3299045.0	3300712.0	AT3G57230.1	85.000	AGAMOUS-like 16	BroT22.C07g52120.1	100.000	YES	YES	cauliflower
caul7G05286.1	35090639	1	9477796.0	9489757.0	AT3G57230.1	85.000	AGAMOUS-like 16	BroT22.C07g52120.1	100.000	YES	YES	cauliflower
BroT22.C01g04550.1	35090639	4	10791887.0	10803856.0	AT3G57230.1	85.892	AGAMOUS-like 16	BroT22.C01g04550.1	100.000	YES	NO	cauliflower
